,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct
40,1014896,小堤西池,公園,73,34,洲原公園,73,332,洲原公園,73,38,73,336,True,,True,,True,,3427,3431,13984,13988,
41,1014896,小堤西池,公園,71,54,洲原公園,71,630,洲原公園,71,58,71,634,,,,,True,,3372,3376,13599,13603,
42,1014896,小堤西池,座標・緯度,128,4,北緯35度3分47.29秒,128,407,北緯35度3分47.29秒,128,17,128,420,True,,True,True,True,,4342,4355,17952,17965,
43,1014896,小堤西池,座標・経度,128,18,東経137度3分25.48秒,128,421,東経137度3分25.48秒,128,32,128,435,True,,True,True,True,,4356,4370,17966,17980,
44,1014896,小堤西池,成因,39,33,水田灌漑,39,244,"水田</a><a href=""/index.php/%E7%81%8C%E6%BC%91"" title=""灌漑"">灌漑",39,37,39,303,,True,,,,,2515,2519,6642,6701,
45,1014896,小堤西池,別名,61,1,クサガメ,61,80,クサガメ,61,5,61,84,,True,,,,,3109,3113,10694,10698,
46,1014896,小堤西池,別名,62,1,カルガモ,62,76,カルガモ,62,5,62,80,,True,,,,,3114,3118,10783,10787,
47,1014896,小堤西池,別名,63,1,フナ,63,56,フナ,63,3,63,58,,True,,,,,3119,3121,10852,10854,
48,1014896,小堤西池,別名,64,1,ニホンマムシ,64,96,ニホンマムシ,64,7,64,102,,True,,,,,3122,3128,10959,10965,
49,1014896,小堤西池,別名,64,1,ニ,64,96,ニ,64,2,64,97,,True,,,,,3122,3123,10959,10960,
50,1014896,小堤西池,別名,66,30,ジネズミ,66,104,ジネズミ,66,34,66,108,,True,,,,,3161,3165,11104,11108,
51,1014896,小堤西池,別名,66,35,ベッコウトンボ,66,214,ベッコウトンボ,66,42,66,221,,True,,,,,3166,3173,11214,11221,
52,1014896,小堤西池,別名,66,43,セスジイトトンボ,66,337,セスジイトトンボ,66,51,66,345,,True,,,,,3174,3182,11337,11345,
53,1014896,小堤西池,別名,66,52,モノサシトンボ,66,461,モノサシトンボ,66,59,66,468,,True,,,,,3183,3190,11461,11468,
54,1014896,小堤西池,別名,66,60,コバネアオイトトンボ,66,663,コバネアオイトトンボ,66,70,66,673,,True,,,,,3191,3201,11663,11673,
55,1014896,小堤西池,別名,66,93,ヨシゴイ,66,916,ヨシゴイ,66,97,66,920,,True,,,,,3224,3228,11916,11920,
56,1014896,小堤西池,別名,66,98,ヒクイナ,66,996,ヒクイナ,66,102,66,1000,,True,,,,,3229,3233,11996,12000,
57,1014896,小堤西池,形成時期,56,12,5,56,101,5,56,13,56,102,,,,,True,,2697,2698,8934,8935,
58,1050701,一碧湖,別名,34,4,一碧湖,34,249,一碧湖,34,7,34,252,True,,,,,,2372,2375,4440,4443,
59,1050701,一碧湖,別名,66,102,ヘラブナ,66,620,ヘラブナ,66,106,66,624,,True,,,,,3216,3220,15002,15006,
60,1050701,一碧湖,別名,67,4,ブルーギル,67,157,ブルーギル,67,9,67,162,,True,,,,,3283,3288,15546,15551,
61,1050701,一碧湖,別名,84,4,堰止湖,84,68,堰止湖,84,7,84,71,,,True,,,,3483,3486,18087,18090,
62,1050701,一碧湖,別名,66,6,伊豆の瞳,66,13,伊豆の瞳,66,10,66,17,,,,True,True,,3120,3124,14395,14399,True
63,1050701,一碧湖,別名,64,62,沼池,64,607,沼池,64,64,64,609,,,,,True,,3019,3021,13918,13920,
64,1050701,一碧湖,別名,64,65,ぬまいけ,64,741,ぬまいけ,64,69,64,745,,,,,True,,3022,3026,14052,14056,
65,1050701,一碧湖,所在地,36,0,静岡県伊東市吉田,36,61,"静岡県</a><a href=""/index.php/%E4%BC%8A%E6%9D%B1%E5%B8%82"" title=""伊東市"">伊東市</a>吉田",36,8,36,138,True,True,True,True,True,,2383,2391,4912,4989,True
66,1050701,一碧湖,所在地,50,12,伊豆半島東岸,50,93,伊豆半島</a>東岸,50,18,50,103,True,True,,True,True,,2750,2756,10739,10749,True
67,1050701,一碧湖,所在地,50,19,静岡県伊東市,50,165,"静岡県</a><a href=""/index.php/%E4%BC%8A%E6%9D%B1%E5%B8%82"" title=""伊東市"">伊東市",50,25,50,236,True,True,True,True,True,,2757,2763,10811,10882,True
68,1050701,一碧湖,所在地,50,46,伊豆東部火山群,50,407,伊豆東部火山群,50,53,50,414,,True,,,,,2784,2791,11053,11060,
69,1050701,一碧湖,所在地,64,5,南東から北西,64,12,南東から北西,64,11,64,18,,,True,,,,2962,2968,13323,13329,
70,1050701,一碧湖,所在地,50,48,東部,50,409,東部,50,50,50,411,,,,,True,,2786,2788,11055,11057,
71,1050701,一碧湖,所在地,64,5,南東から北西に伸びたひょうたん型をしており、北西側を大池（おおいけ）、市道の橋を挟んで、南東側の比較的,64,12,"南東から北西に伸びた<a href=""/index.php/%E3%81%B2%E3%82%87%E3%81%86%E3%81%9F%E3%82%93"" class=""mw-redirect"" title=""ひょうたん"">ひょうたん</a>型をしており、北西側を<ruby style=""ruby-position:inline; display:inline""><rb style=""display:inline; white-space:normal; font-variant-east-asian:normal""><b>大池</b></rb><span class=""rp"">（</span><rt style=""display:inline; white-space:normal; font-size:inherit; font-variant-east-asian:normal"">おおいけ</rt><span class=""rp"">）</span></ruby>、市道の橋を挟んで、南東側の比較的",64,56,64,468,,,,,True,,2962,3013,13323,13779,
72,1050701,一碧湖,座標・緯度,41,0,北緯34度55分46秒,41,541,北緯34度55分46秒,41,11,41,552,True,,True,True,True,,2398,2409,5949,5960,
73,1050701,一碧湖,座標・緯度,41,26,北緯34.92944度,41,745,北緯34.92944度,41,37,41,756,True,,True,True,True,,2424,2435,6153,6164,
74,1050701,一碧湖,座標・緯度,41,53,34.92944,41,824,34.92944,41,61,41,832,True,,,True,True,,2451,2459,6232,6240,
75,1050701,一碧湖,座標・緯度,41,76,北緯34度55分46秒,41,1366,北緯34度55分46秒,41,87,41,1377,True,,True,True,True,,2474,2485,6774,6785,
76,1050701,一碧湖,座標・緯度,41,102,北緯34.92944度,41,1570,北緯34.92944度,41,113,41,1581,True,,True,True,True,,2500,2511,6978,6989,
77,1050701,一碧湖,座標・緯度,41,129,34.92944,41,1649,34.92944,41,137,41,1657,True,,,True,True,,2527,2535,7057,7065,
78,1050701,一碧湖,座標・緯度,45,0,"2.2[1] m水面の標高
18",45,0,"2.2<sup id=""cite_ref-biodic_1-3"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;</a></sup> m</td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2"">水面の<a href=""/index.php/%E9%AB%98%E3%81%95"" title=""高さ"">標高</a></th><td class="""" style="""" itemprop="""">
18",46,2,46,2,,True,,,,,2664,2679,8649,8979,
79,1050701,一碧湖,座標・経度,41,12,東経139度6分20秒,41,584,東経139度6分20秒,41,23,41,595,True,,True,True,True,,2410,2421,5992,6003,
80,1050701,一碧湖,座標・経度,41,38,東経139.10556度,41,757,東経139.10556度,41,50,41,769,True,,True,True,True,,2436,2448,6165,6177,
81,1050701,一碧湖,座標・経度,41,88,東経139度6分20秒,41,1409,東経139度6分20秒,41,99,41,1420,True,,True,True,True,,2486,2497,6817,6828,
82,1050701,一碧湖,座標・経度,41,114,東経139.10556度,41,1582,東経139.10556度,41,126,41,1594,True,,True,True,True,,2512,2524,6990,7002,
83,1050701,一碧湖,座標・経度,41,63,139.10556,41,834,139.10556,41,72,41,843,,,,,True,,2461,2470,6242,6251,
84,1050701,一碧湖,座標・経度,41,139,139.10556,41,1659,139.10556,41,148,41,1668,,,,,True,,2537,2546,7067,7076,
85,1050701,一碧湖,成因,47,0,マール,47,87,マール,47,3,47,90,True,,,,True,,2688,2691,9335,9338,True
86,1050701,一碧湖,成因,44,0,"7[1] m平均水深
2.2",44,0,"7<sup id=""cite_ref-biodic_1-2"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m</a></td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2"">平均水深</th><td class="""" style="""" itemprop="""">
2.2",45,3,45,3,,True,,,,,2654,2667,8304,8652,
87,1050701,一碧湖,成因,84,55,伊豆東部火山群の活動の一端として、およそ10万3500年前に起きた激しい水蒸気爆発によってできた,84,470,"伊豆東部火山群</a>の活動の一端として、およそ10万3500年前に起きた激しい<a href=""/index.php/%E6%B0%B4%E8%92%B8%E6%B0%97%E7%88%86%E7%99%BA"" title=""水蒸気爆発"">水蒸気爆発</a>によってできた",84,103,84,607,,True,True,,,,3534,3582,18489,18626,
88,1050701,一碧湖,成因,47,0,マール[2],47,87,"マール</a><sup id=""cite_ref-2"" class=""reference""><a href=""#cite_note-2"">&#91;2&#93;",47,6,47,167,,,True,True,,,2688,2694,9335,9415,
89,1050701,一碧湖,成因,50,31,火山の火口に水が溜まったもの,50,291,火山の火口に水が溜まったもの,50,45,50,305,,,,True,,,2769,2783,10937,10951,True
90,1050701,一碧湖,成因,66,56,与謝野鉄幹・晶子夫妻が当地を訪れて数多くの短歌を残した,66,339,"与謝野鉄幹</a>・<a href=""/index.php/%E4%B8%8E%E8%AC%9D%E9%87%8E%E6%99%B6%E5%AD%90"" title=""与謝野晶子"">晶子</a>夫妻が当地を訪れて数多くの<a href=""/index.php/%E7%9F%AD%E6%AD%8C"" title=""短歌"">短歌</a>を残した",66,83,66,510,,,,True,,,3170,3197,14721,14892,
91,1050701,一碧湖,成因,67,17,当時の皇太子明仁親王（今上天皇）が外遊の際に寄贈された,67,174,"当時の<a href=""/index.php/%E6%98%8E%E4%BB%81"" title=""明仁"">皇太子明仁親王</a>（<a href=""/index.php/%E4%BB%8A%E4%B8%8A%E5%A4%A9%E7%9A%87"" title=""今上天皇"">今上天皇</a>）が外遊の際に寄贈された",67,44,67,331,,,,True,,,3296,3323,15563,15720,
92,1050701,一碧湖,成因,84,82,年前に起きた激しい水蒸気爆発によってできたマール,84,501,"年前に起きた激しい<a href=""/index.php/%E6%B0%B4%E8%92%B8%E6%B0%97%E7%88%86%E7%99%BA"" title=""水蒸気爆発"">水蒸気爆発</a>によってできた<a href=""/index.php/%E3%83%9E%E3%83%BC%E3%83%AB_(%E7%81%AB%E5%B1%B1)"" title=""マール (火山)"">マール",84,106,84,697,,,,,True,,3561,3585,18520,18716,
93,1050701,一碧湖,成因,84,157,、門野火山（地図）,84,1177,"、門野火山<small>（<span class=""plainlinks""><a rel=""nofollow"" class=""external text"" href=""//tools.wmflabs.org/geohack/geohack.php?language=ja&amp;pagename=%E4%B8%80%E7%A2%A7%E6%B9%96&amp;params=34_56_38.6_N_139_5_34.3_E_region:JP&amp;title=%E9%96%80%E9%87%8E%E7%81%AB%E5%B1%B1""><span title=""この位置の地図や航空写真などをリンクするページを表示します"">地図</span></a></span>）",84,166,84,1514,,,,,True,,3636,3645,19196,19533,
94,1050701,一碧湖,成因,84,166,、荻火山（地図）も一直線上に形成されており、同じ岩盤の割れ目上に噴火したため,84,1522,"、荻火山<small>（<span class=""plainlinks""><a rel=""nofollow"" class=""external text"" href=""//tools.wmflabs.org/geohack/geohack.php?language=ja&amp;pagename=%E4%B8%80%E7%A2%A7%E6%B9%96&amp;params=34_56_18.7_N_139_5_47.9_E_region:JP&amp;title=%E8%8D%BB%E7%81%AB%E5%B1%B1""><span title=""この位置の地図や航空写真などをリンクするページを表示します"">地図</span></a></span>）</small>も一直線上に形成されており、同じ岩盤の割れ目上に噴火したため",84,204,84,1887,,,,,True,,3645,3683,19541,19906,
95,1050701,一碧湖,透明度,47,0,マール,47,87,マール,47,3,47,90,True,,,,,,2688,2691,9335,9338,
96,1050701,一碧湖,透明度,49,0,2.5[1] m20px プロジ,49,0,"2.5<sup id=""cite_ref-biodic_1-6"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;</a></sup> m</td></tr><tr><td colspan=""2"" class="""" style=""text-align:center; border-top:1px solid #aaa;""><a href=""/index.php/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Project.svg"" title=""ファイル:Project.svg"">20px</a> <a href=""/index.php/%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88:%E5%9C%B0%E5%BD%A2"" title=""プロジェクト:地形"">プロジ",49,16,49,417,,True,,,,,2707,2723,9982,10399,
97,1050701,一碧湖,透明度,49,0,2.5[1] m,49,0,"2.5<sup id=""cite_ref-biodic_1-6"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;</a></sup> m",49,8,49,104,,,,True,True,,2707,2715,9982,10086,True
98,1050701,一碧湖,水質（淡水・汽水）,47,6,淡水,47,302,淡水,47,8,47,304,True,,,,,,2694,2696,9550,9552,
99,1050701,一碧湖,水質（淡水・汽水）,48,0,淡水,48,51,淡水,48,2,48,53,True,True,True,True,True,,2699,2701,9645,9647,True
100,1050701,一碧湖,水質（淡水・汽水）,48,0,淡水[1],48,51,"淡水</a><sup id=""cite_ref-biodic_1-5"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;",48,5,48,146,,,,,,True,2699,2704,9645,9740,
101,1050701,一碧湖,読み,50,4,いっぺきこ,50,14,いっぺきこ,50,9,50,19,True,True,True,True,True,,2742,2747,10660,10665,True
102,1050701,一碧湖,種類,50,28,湖,50,284,湖,50,29,50,285,True,True,True,True,True,,2766,2767,10930,10931,True
103,1050701,一碧湖,種類,64,62,沼池,64,607,沼池,64,64,64,609,True,,,True,,,3019,3021,13918,13920,
104,1050701,一碧湖,種類,84,4,堰止湖,84,68,堰止湖,84,7,84,71,True,,,True,,,3483,3486,18087,18090,
105,1050701,一碧湖,種類,84,103,マール,84,694,マール,84,106,84,697,True,True,,True,,,3582,3585,18713,18716,
106,1050701,一碧湖,種類,65,20,沼池,65,27,沼池,65,22,65,29,,,,True,,,3051,3053,14124,14126,
107,1050701,一碧湖,種類,65,30,沼地,65,88,沼地,65,32,65,90,,,,True,,,3061,3063,14185,14187,
108,1050701,一碧湖,種類,65,57,沼池,65,259,沼池,65,59,65,261,,,,True,,,3088,3090,14356,14358,
109,1050701,一碧湖,種類,84,125,沼池,84,800,沼池,84,127,84,802,,,,True,,,3604,3606,18819,18821,
110,1050701,一碧湖,種類,97,4,沼池,97,7,沼池,97,6,97,9,,,,True,,,3873,3875,20838,20840,
111,1050701,一碧湖,種類,47,0,マール,47,87,マール,47,3,47,90,,,,,True,,2688,2691,9335,9338,
112,1050701,一碧湖,構成する湖沼,64,31,大池,64,276,大池,64,33,64,278,True,True,,,,,2988,2990,13587,13589,True
113,1050701,一碧湖,構成する湖沼,64,34,おおいけ,64,410,おおいけ,64,38,64,414,True,True,,,,,2991,2995,13721,13725,True
114,1050701,一碧湖,構成する湖沼,64,62,沼池,64,607,沼池,64,64,64,609,True,True,,,,,3019,3021,13918,13920,True
115,1050701,一碧湖,構成する湖沼,64,65,ぬまいけ,64,741,ぬまいけ,64,69,64,745,True,True,,,,,3022,3026,14052,14056,True
116,1050701,一碧湖,構成する湖沼,90,0,一碧湖,90,3,一碧湖,90,3,90,6,True,,,,,,3835,3838,20633,20636,
117,1050701,一碧湖,構成する湖沼,90,4,大池,90,7,大池,90,6,90,9,True,True,,,,,3839,3841,20637,20639,True
118,1050701,一碧湖,構成する湖沼,65,0,大池,65,7,大池,65,2,65,9,,True,,,,,3031,3033,14104,14106,True
119,1050701,一碧湖,構成する湖沼,65,20,沼池,65,27,沼池,65,22,65,29,,True,,,,,3051,3053,14124,14126,True
120,1050701,一碧湖,構成する湖沼,65,57,沼池,65,259,沼池,65,59,65,261,,True,,,,,3088,3090,14356,14358,True
121,1050701,一碧湖,構成する湖沼,84,305,大池,84,2249,大池,84,307,84,2251,,True,,,,,3784,3786,20268,20270,
122,1050701,一碧湖,構成する湖沼,97,4,沼池,97,7,沼池,97,6,97,9,,True,,,,,3873,3875,20838,20840,True
123,1050701,一碧湖,島,65,6,十二連島,65,13,十二連島,65,10,65,17,True,True,,,True,,3037,3041,14110,14114,True
124,1050701,一碧湖,島,41,0,北緯34度55分46秒,41,541,北緯34度55分46秒,41,11,41,552,,True,,,,,2398,2409,5949,5960,
125,1050701,一碧湖,島,41,26,北緯34.92944度,41,745,北緯34.92944度,41,37,41,756,,True,,,,,2424,2435,6153,6164,
126,1050701,一碧湖,島,41,53,34.92944,41,824,34.92944,41,61,41,832,,True,,,,,2451,2459,6232,6240,
127,1050701,一碧湖,島,41,76,北緯34度55分46秒,41,1366,北緯34度55分46秒,41,87,41,1377,,True,,,,,2474,2485,6774,6785,
128,1050701,一碧湖,島,41,102,北緯34.92944度,41,1570,北緯34.92944度,41,113,41,1581,,True,,,,,2500,2511,6978,6989,
129,1050701,一碧湖,島,41,129,34.92944,41,1649,34.92944,41,137,41,1657,,True,,,,,2527,2535,7057,7065,
130,1050701,一碧湖,島,65,13,小島,65,20,小島,65,15,65,22,,,,,True,,3044,3046,14117,14119,
131,1050701,一碧湖,島,84,319,十,84,2263,十,84,320,84,2264,,,,,True,,3798,3799,20282,20283,
132,1050701,一碧湖,島,84,321,連島,84,2265,連島,84,323,84,2267,,,,,True,,3800,3802,20284,20286,
133,1050701,一碧湖,植物,65,45,葦,65,243,葦,65,46,65,244,True,True,,True,True,,3076,3077,14340,14341,True
134,1050701,一碧湖,植物,66,141,山,66,924,山,66,142,66,925,,True,,,,,3255,3256,15306,15307,
135,1050701,一碧湖,植物,66,141,山桜,66,924,山桜,66,143,66,926,,,,,True,,3255,3257,15306,15308,True
136,1050701,一碧湖,観光地,66,0,一碧湖,66,7,一碧湖,66,3,66,10,True,,,,,,3114,3117,14389,14392,
137,1050701,一碧湖,観光地,66,6,伊豆の瞳,66,13,伊豆の瞳,66,10,66,17,,True,,,,,3120,3124,14395,14399,
138,1050701,一碧湖,動物,66,102,ヘラブナ,66,620,ヘラブナ,66,106,66,624,True,,,True,True,,3216,3220,15002,15006,True
139,1050701,一碧湖,動物,67,4,ブルーギル,67,157,ブルーギル,67,9,67,162,True,,True,True,True,,3283,3288,15546,15551,True
140,1050701,一碧湖,動物,66,6,伊豆の瞳,66,13,伊豆の瞳,66,10,66,17,,True,,,,,3120,3124,14395,14399,
141,1050701,一碧湖,動物,90,4,大池,90,7,大池,90,6,90,9,,True,,,,,3839,3841,20637,20639,
142,1050701,一碧湖,動物,97,4,沼池,97,7,沼池,97,6,97,9,,True,,,,,3873,3875,20838,20840,
143,1050701,一碧湖,形成時期,84,72,およそ10万3500年前,84,491,およそ10万3500年前,84,84,84,503,True,True,,,,,3551,3563,18510,18522,
144,1050701,一碧湖,形成時期,47,0,マール,47,87,マール,47,3,47,90,,True,,,,,2688,2691,9335,9338,
145,1050701,一碧湖,形成時期,84,262,約4000年前,84,2105,約4000年前,84,269,84,2112,,,True,,,,3741,3748,20124,20131,
146,1050701,一碧湖,幅,41,12,東経139度6分20秒,41,584,東経139度6分20秒,41,23,41,595,,True,,,,,2410,2421,5992,6003,
147,1050701,一碧湖,幅,41,38,東経139.10556度,41,757,東経139.10556度,41,50,41,769,,True,,,,,2436,2448,6165,6177,
148,1050701,一碧湖,幅,41,63,139.10556,41,834,139.10556,41,72,41,843,,True,,,,,2461,2470,6242,6251,
149,1050701,一碧湖,幅,41,88,東経139度6分20秒,41,1409,東経139度6分20秒,41,99,41,1420,,True,,,,,2486,2497,6817,6828,
150,1050701,一碧湖,幅,41,114,東経139.10556度,41,1582,東経139.10556度,41,126,41,1594,,True,,,,,2512,2524,6990,7002,
151,1050701,一碧湖,幅,41,139,139.10556,41,1659,139.10556,41,148,41,1668,,True,,,,,2537,2546,7067,7076,
152,1050701,一碧湖,面積,42,0,0.23[1] k,42,0,"0.23<sup id=""cite_ref-biodic_1-0"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;</a></sup> <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">k",42,9,42,216,,True,,,,,2626,2635,7480,7696,
153,1050701,一碧湖,面積,42,9,"m2周囲長
3.7[",42,216,"m<sup>2</sup></a></td></tr><tr class="""" style="""" itemprop=""""><th scope=""row"" style=""text-align:left; white-space:nowrap; background: #cedaf2""><a href=""/index.php/%E9%95%B7%E3%81%95"" title=""長さ"">周囲長</a></th><td class="""" style="""" itemprop="""">
3.7<sup id=""cite_ref-biodic_1-1"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;",43,4,43,86,,True,,,,,2635,2644,7696,8021,
