,level_0,index,page_id,system_dicision,crowd_dicision,correct,text,attribute,system_out,crowd_out
80,3726,3726,2354120,1,0,0,"['北緯', '35', '.', '44917', '度']",島,0.1666666666666666,0.0
81,24,24,1014896,0,1,1,"['0', '.', '020330', '▁', 'km', '2']",面積,0.6666666666666666,0.0
82,838,838,1303518,0,0,0,"['タカ', 'ヘ']",別名,0.1666666666666666,0.0
83,1276,1276,143182,1,0,0,"['36', '.', '55833']",島,0.1666666666666666,0.0
84,4044,4044,2390786,1,1,0,"['85', '万', '1', ',', '000', '立方メートル']",貯水量,0.5,0.0
85,1177,1177,143182,0,1,1,"['断層', '湖']",成因,0.5,0.0
86,1994,1994,1690143,1,1,0,"['北緯', '47', '.', '911667', '度']",座標・緯度,0.5,0.0
87,1675,1675,1570369,1,0,0,"['Kokwe', '島']",島,0.3333333333333333,0.0
88,2570,2570,192615,0,0,1,['カラ・イリティシ'],流入・流出河川,0.1666666666666666,0.0
89,5450,5450,3249598,1,1,1,['オオハクチョウ'],動物,0.5,0.0
90,5643,5643,3260984,1,0,0,['モエリス'],名前の謂れ,0.1666666666666666,0.0
91,4306,4306,2606120,0,1,1,"['海', '跡', '湖']",種類,0.8333333333333334,0.0
92,4523,4523,27167,1,0,0,"['インクラ', 'の', '滝']",構成する湖沼,0.3333333333333333,0.0
93,2431,2431,192531,0,1,1,"['171', '▁', 'm']",平均水深,0.5,0.0
94,5434,5434,3249598,1,0,0,['イワシ'],動物,0.3333333333333333,0.0
95,4266,4266,252336,0,0,0,['ヨシ'],動物,0.1666666666666666,0.0
96,2691,2691,196428,1,1,0,"['利根川', '下流', '右岸', '、', '下総台地', 'の', '中央']",所在地,0.5,0.0
97,3021,3021,2035418,0,0,0,"['34', '.', '916500']",島,0.1666666666666666,0.0
98,361,361,1096642,0,1,1,"['幸', '魂', '大橋']",橋・トンネル,0.6666666666666666,0.0
99,4771,4771,2966274,1,0,0,"['平均', 'で', '4', 'メートル']",最大水深,0.1666666666666666,0.0
100,5362,5362,312243,1,0,0,"['現代', 'から', '見', 'て', '最後', 'にあたる', '氷河期', 'の', '際', 'に', '、', '海岸', '線', 'の', '再', '隆起', 'によって', '形成', 'さ', 'れ', 'た', 'もの']",成因,0.1666666666666666,0.0
101,5551,5551,3249598,0,0,0,['ヒシクイ'],別名,0.1666666666666666,0.0
102,4672,4672,2966274,0,1,1,['人造湖'],種類,0.6666666666666666,0.0
103,5837,5837,344043,0,0,1,"['焼岳', 'が', '1915', '年', 'に', '噴火', 'し', '、', '泥', '流', 'によって', '梓川', 'が', '堰き', '止め', 'られ', 'て', '形成', 'さ', 'れ', 'た']",成因,0.1666666666666666,0.0
104,6594,6594,512545,1,0,0,"['茨城', '県', '北']",所在地,0.1666666666666666,0.0
105,6652,6652,512545,0,0,0,"['夕', '照']",観光地,0.1666666666666666,0.0
106,7549,7549,569950,1,0,0,['1'],形成時期,0.1666666666666666,0.0
107,3718,3718,2354120,0,0,0,"['大正', '12', '年', 'に', '1923', '年']",形成時期,0.1666666666666666,0.0
108,3249,3249,2197972,1,0,0,"['東経', '136', '.', '81389', '度']",幅,0.1666666666666666,0.0
109,5204,5204,3107872,0,0,1,['営農'],産業,0.1666666666666666,0.0
110,8327,8327,951230,0,0,0,"['フライ', 'ウェイ']",動物,0.1666666666666666,0.0
111,1970,1970,1690143,0,1,1,['オーストリア'],国,0.8333333333333334,0.0
112,4518,4518,27167,1,0,0,"['え', 'に', 'わ', '湖']",構成する湖沼,0.1666666666666666,0.0
113,6204,6204,407959,0,0,0,"['北緯', '11', '.']",島,0.1666666666666666,0.0
114,6285,6285,435939,1,0,1,"['淡水', '池']",種類,0.3333333333333333,0.0
115,862,862,134839,1,0,0,"['北海道', '（', '根室', '振興', '局']",所在地,0.1666666666666666,0.0
116,4980,4980,2978850,1,0,0,"['エコー', '公園']",公園,0.3333333333333333,0.0
117,8094,8094,838764,0,0,0,['コバネアオイトンボ'],別名,0.1666666666666666,0.0
118,4644,4644,2802797,0,0,0,['アメリカ'],国内位置,0.1666666666666666,0.0
119,5784,5784,3415799,1,0,0,"['ブリティッシュコロンビア', '州', 'の']",所在地,0.3333333333333333,0.0
120,7092,7092,54796,0,0,1,['イラン'],国,0.3333333333333333,0.0
121,6370,6370,436539,0,0,1,['葡萄'],植物,0.3333333333333333,0.0
122,2546,2546,192531,0,0,0,"['160', '▁', 'ft']",水深,0.1666666666666666,0.0
123,5499,5499,3249598,1,0,0,['オオセグロカモメ'],構成する湖沼,0.1666666666666666,0.0
124,4340,4340,27167,1,1,0,"['北緯', '42', '度', '45', '分', '0', '秒']",座標・緯度,0.6666666666666666,0.0
125,4297,4297,252336,1,0,1,"['1', '▁', '-', '▁', '2', 'm']",水深,0.3333333333333333,0.0
126,7477,7477,54796,0,0,0,['キャビア'],動物,0.1666666666666666,0.0
127,6298,6298,435939,1,1,0,"['北緯', '35', '.', '02944', '度']",座標・緯度,0.8333333333333334,0.0
128,4142,4142,2392372,1,0,0,"['東経', '130', '度', '02', '分', '13', '秒']",幅,0.1666666666666666,0.0
129,8111,8111,881742,0,0,0,"['Salvelinus', '▁', 'salvelinus']",別名,0.1666666666666666,0.0
130,5890,5890,3517196,1,0,0,"['北緯', '36', '.', '06806', '度']",島,0.1666666666666666,0.0
131,5425,5425,3249598,1,0,1,['オジロワシ'],動物,0.3333333333333333,0.0
132,3374,3374,2255681,1,0,0,"['20', 'km']",幅,0.1666666666666666,0.0
133,6818,6818,530799,0,0,0,"['消し', 'て', 'いる']",動物,0.1666666666666666,0.0
134,567,567,1114951,1,1,1,"['20', '▁', 'm']",最大水深,0.6666666666666666,0.0
135,7502,7502,54796,0,0,1,"['中', 'カスピ海']",構成する湖沼,0.1666666666666666,0.0
136,2579,2579,192615,0,0,0,['東部'],所在地,0.1666666666666666,0.0
137,690,690,1163585,1,0,0,['関'],湖岸の地域区分,0.1666666666666666,0.0
138,6220,6220,407959,1,0,0,"['フアン', '川']",流入・流出河川,0.1666666666666666,0.0
139,5729,5729,3299335,0,0,0,['葛飾'],湖岸の地域区分,0.1666666666666666,0.0
140,4774,4774,2966274,1,0,0,['赤'],構成する湖沼,0.1666666666666666,0.0
141,1992,1992,1690143,1,1,0,"['北緯', '47', '.', '866667', '度']",座標・緯度,0.6666666666666666,0.0
142,6133,6133,399336,1,1,0,['Klagenfurt'],湖岸の地域区分,0.5,0.0
143,3642,3642,2280167,0,0,1,['レセン'],湖岸の地域区分,0.3333333333333333,0.0
144,8046,8046,838764,1,1,0,"['東経', '131', '.', '25639', '度']",座標・経度,0.6666666666666666,0.0
145,4008,4008,2388853,1,1,1,['淡水'],水質（淡水・汽水）,0.8333333333333334,0.0
146,6611,6611,512545,0,0,0,"['140', '.', '45972']",座標・経度,0.1666666666666666,0.0
147,5733,5733,3299335,1,1,0,"['北緯', '35', '.', '788059', '度']",座標・緯度,0.6666666666666666,0.0
148,3074,3074,2040069,1,0,1,['シマウマ'],動物,0.3333333333333333,0.0
149,5115,5115,2978850,0,0,0,"['風', 'に', '飛ばさ', 'れ', 'た', '砂', 'が', '地域', 'に', '入り', '、', 'ウィンゲート・サンドストーン', 'と', '呼ば', 'れる', 'もの', 'を', '造っ', 'た']",名前の謂れ,0.1666666666666666,0.0
150,5973,5973,3550700,1,1,1,"['フォンデュラク', '川']",流入・流出河川,0.8333333333333334,0.0
151,4003,4003,2388853,0,0,0,"['132', '.', '74306']",幅,0.1666666666666666,0.0
152,562,562,1114951,1,0,1,"['11', 'm']",平均水深,0.3333333333333333,0.0
153,3909,3909,2384665,1,0,0,"['南', '砺', '市', '桜', 'ヶ', '池', '公園']",公園,0.1666666666666666,0.0
154,7587,7587,666291,1,1,0,"['吉林', '省', 'と', '朝鮮民主主義人民共和国', '両', '江道', 'の', '国境', '線上']",所在地,0.5,0.0
155,7911,7911,687963,0,0,0,"['火山', '湖']",形成時期,0.1666666666666666,0.0
156,1586,1586,1564352,1,1,1,"['貧', '栄養', '湖']",種類,0.6666666666666666,0.0
157,7494,7494,54796,0,0,0,"['980', 'm']",水面標高,0.1666666666666666,0.0
158,2537,2537,192531,1,0,0,['東'],湖岸の地域区分,0.1666666666666666,0.0
159,6271,6271,435939,1,1,1,['コイ'],動物,0.6666666666666666,0.0
160,2428,2428,192531,1,0,0,"['最大', '幅']",幅,0.1666666666666666,0.0
161,162,162,1050701,1,0,0,['マール'],国,0.1666666666666666,0.0
162,1429,1429,145876,0,0,0,"['構造', '湖']",形成時期,0.1666666666666666,0.0
163,3927,3927,2384665,0,0,0,['コテ'],植物,0.1666666666666666,0.0
164,3990,3990,2388853,0,0,0,"['えひめ', '森林公園']",公園,0.1666666666666666,0.0
165,3706,3706,2354120,1,1,0,"['灌漑用', 'ため池']",種類,0.6666666666666666,0.0
166,4144,4144,2392372,0,0,0,"['灌漑用', '水']",成因,0.1666666666666666,0.0
167,2084,2084,172318,0,0,0,"['オンネトシュ', '別', '川']",流入・流出河川,0.1666666666666666,0.0
168,2910,2910,2032404,1,1,0,"['西経', '61', '.', '62806', '度']",座標・経度,0.6666666666666666,0.0
169,8169,8169,881742,1,1,0,"['ヴェステルイェートランド', '地方']",湖岸の地域区分,0.5,0.0
170,6357,6357,436539,1,1,1,['淡水'],水質（淡水・汽水）,0.8333333333333334,0.0
171,6216,6216,407959,1,0,0,"['パナマ', '運河']",流入・流出河川,0.1666666666666666,0.0
172,4772,4772,2966274,1,0,0,"['平均', 'で', '4', 'メートル']",水深,0.1666666666666666,0.0
173,4456,4456,27167,0,0,0,"['近代', '化', '産業', '遺産']",観光地,0.1666666666666666,0.0
174,281,281,1054775,0,0,0,"['-', '71', '.', '84167']",幅,0.1666666666666666,0.0
175,659,659,1163585,1,0,0,['今'],形成時期,0.1666666666666666,0.0
176,7440,7440,54796,0,0,0,['石油'],産業,0.1666666666666666,0.0
177,7330,7330,54796,0,0,0,"['イワシ', '類']",別名,0.1666666666666666,0.0
178,2953,2953,2032404,1,0,0,['イラク'],国,0.3333333333333333,0.0
179,2455,2455,192531,1,0,0,"['171', 'メートル']",最大水深,0.1666666666666666,0.0
180,4320,4320,2606120,1,1,0,"['東経', '138', '.', '77611', '度']",座標・経度,0.6666666666666666,0.0
181,5109,5109,2978850,0,0,0,"['560', '▁', 'ft']",成因,0.1666666666666666,0.0
182,4403,4403,27167,1,0,0,"['シコツ', '川']",流入・流出河川,0.3333333333333333,0.0
183,2812,2812,196428,0,0,0,"['35', '.', '80000']",島,0.1666666666666666,0.0
184,2819,2819,196428,1,0,0,"['89101112131415161718192021222324', '上水道']",周囲長,0.1666666666666666,0.0
185,4062,4062,2390786,1,1,0,"['親水', '公園']",公園,0.5,0.0
186,119,119,1050701,0,0,1,['沼池'],構成する湖沼,0.1666666666666666,0.0
187,3854,3854,2378497,1,0,0,"['「', '白', '」', 'という', '意味']",名前の謂れ,0.1666666666666666,0.0
188,4720,4720,2966274,1,0,0,['人造湖'],形成時期,0.1666666666666666,0.0
189,1948,1948,1681666,1,0,0,"['シュヴィーツ', '州']",所在地,0.3333333333333333,0.0
190,6173,6173,407959,0,0,0,['淡水'],水質（淡水・汽水）,0.1666666666666666,0.0
191,1752,1752,159245,0,0,0,"['Hiawatha', '▁', 'National', '▁', 'Forest']",別名,0.1666666666666666,0.0
192,8407,8407,951230,0,1,1,['リュウキュウスガモ'],植物,0.5,0.0
193,6396,6396,436539,0,0,0,['km'],長さ,0.1666666666666666,0.0
194,5857,5857,3517196,1,1,0,"['北緯', '36', '度', '4', '分', '5', '秒']",座標・緯度,0.6666666666666666,0.0
195,3247,3247,2197972,1,0,0,"['136', '.', '81389']",幅,0.1666666666666666,0.0
196,5811,5811,3415799,0,0,0,"['Yellowhead', '▁', 'Lake']",動物,0.1666666666666666,0.0
197,7875,7875,687963,1,1,0,['川内川'],流入・流出河川,0.5,0.0
198,5700,5700,3299335,0,0,0,"['葛飾', '区']",所在地,0.1666666666666666,0.0
199,207,207,1054775,1,1,1,"['Lake', '▁', 'Chaubunagungamaug']",別名,0.6666666666666666,0.0
200,8023,8023,695828,1,0,1,"['0', '.', '5', 'km']",長さ,0.3333333333333333,0.0
201,7941,7941,695828,0,0,0,['佐折'],国,0.1666666666666666,0.0
202,7772,7772,666576,0,0,0,['ゴイサギ'],別名,0.1666666666666666,0.0
203,3227,3227,2197972,1,1,0,"['東経', '136', '.', '81389', '度']",座標・経度,0.5,0.0
204,3500,3500,2267968,1,0,1,"['小天', '橋', '温泉']",観光地,0.3333333333333333,0.0
205,8099,8099,838764,1,0,0,['農業'],産業,0.3333333333333333,0.0
206,3479,3479,2267968,1,0,0,['カキ'],動物,0.3333333333333333,0.0
207,7895,7895,687963,1,1,1,['ベッコウトンボ'],動物,0.6666666666666666,0.0
208,902,902,134839,0,0,0,"['30', '〜', '40', 'm']",水面標高,0.1666666666666666,0.0
209,2727,2727,196428,0,0,0,['奈良'],成因,0.1666666666666666,0.0
210,8531,8531,960251,1,1,1,['ニューオーリンズ'],湖岸の地域区分,0.5,0.0
211,1607,1607,1570369,1,0,0,['ケニア'],国,0.3333333333333333,0.0
212,7214,7214,54796,0,1,1,['カザフスタン'],国,0.5,0.0
213,6651,6651,512545,0,0,0,"['吉田', '神社']",観光地,0.1666666666666666,0.0
214,4400,4400,27167,1,1,1,['千歳川'],流入・流出河川,0.5,0.0
215,4589,4589,2802797,1,1,0,"['カミ', 'こ']",読み,0.5,0.0
216,1051,1051,141263,0,1,1,['後川'],流入・流出河川,0.5,0.0
217,680,680,1163585,0,0,0,"['千', '駄']",湖岸の地域区分,0.1666666666666666,0.0
218,7222,7222,54796,0,0,0,"['ソビエト', '共和', '国']",国,0.1666666666666666,0.0
219,4482,4482,27167,1,0,0,"['製紙', '業']",産業,0.3333333333333333,0.0
220,2912,2912,2032404,1,1,0,"['西経', '61', '.', '62806', '度']",座標・経度,0.6666666666666666,0.0
221,3351,3351,2255681,1,1,1,"['ヤムタリダ', '川']",流入・流出河川,0.8333333333333334,0.0
222,5452,5452,3249598,1,0,1,['オオハクチョウ'],動物,0.3333333333333333,0.0
223,6452,6452,443223,0,0,0,"['東経', '98', '.', '8756', '度']",幅,0.1666666666666666,0.0
224,2183,2183,183867,1,0,0,"['36', '.', '74056']",座標・緯度,0.3333333333333333,0.0
225,6301,6301,435939,1,0,0,['北緯'],座標・緯度,0.1666666666666666,0.0
226,7390,7390,54796,1,0,0,"['5', 'm', 'から', '6', 'm']",平均水深,0.1666666666666666,0.0
227,1632,1632,1570369,1,1,0,"['東経', '36', '.', '083', '度']",座標・経度,0.6666666666666666,0.0
228,4819,4819,2978850,1,1,1,"['アリゾナ', '州']",所在地,0.8333333333333334,0.0
229,3501,3501,2267968,0,1,1,"['神野', '温泉']",観光地,0.6666666666666666,0.0
230,3216,3216,2197972,1,1,0,"['能登半島', '基部', '、', '羽咋', '市', 'から', '中', '能登', '町', '・', '七尾', '市', 'にかけて', '延びる', '邑知潟', '地溝', '帯', 'の', '南西', '部']",所在地,0.5,0.0
231,2229,2229,183867,1,0,0,['赤'],植物,0.3333333333333333,0.0
232,3946,3946,2384665,0,1,1,['淡水'],水質（淡水・汽水）,0.8333333333333334,0.0
233,7094,7094,54796,1,0,1,['ソ連'],国,0.3333333333333333,0.0
234,1645,1645,1570369,0,0,0,['フラミンゴ'],別名,0.1666666666666666,0.0
235,4287,4287,252336,0,0,0,['白鳥'],別名,0.1666666666666666,0.0
236,566,566,1114951,0,0,1,"['20', 'm', '程度']",最大水深,0.3333333333333333,0.0
237,8465,8465,951230,1,1,0,"['北緯', '26', '度', '18', '分', '41', '秒']",座標・緯度,0.6666666666666666,0.0
238,5305,5305,312243,1,0,0,"['le', '▁', 'canal', '▁', 'de', '▁', 'la']",流入・流出河川,0.1666666666666666,0.0
239,2223,2223,183867,1,0,0,"['北緯', '36', '.', '74056', '度']",島,0.1666666666666666,0.0
240,3429,3429,2267968,0,0,0,['広がる'],所在地,0.1666666666666666,0.0
241,5297,5297,312243,1,0,1,"['デュランス', '運河']",流入・流出河川,0.3333333333333333,0.0
242,620,620,1154671,1,1,1,"['ご', 'しき', 'ぬ', 'ま']",読み,0.6666666666666666,0.0
243,447,447,1114951,1,1,1,"['雲南', '省']",所在地,0.8333333333333334,0.0
244,477,477,1114951,0,0,0,['洱海'],別名,0.1666666666666666,0.0
245,5062,5062,2978850,0,0,0,['カワホトトギスガイ'],動物,0.1666666666666666,0.0
246,6106,6106,376231,0,0,0,['ワカサギ'],別名,0.1666666666666666,0.0
247,1836,1836,1594389,1,1,0,"['東経', '137', '度', '50', '分', '5', '秒']",座標・経度,0.6666666666666666,0.0
248,7942,7942,695828,1,1,1,"['静岡', '県', '富士宮', '市', '佐折']",所在地,0.8333333333333334,0.0
249,2672,2672,1954629,1,0,0,"['コンゴ', '川', 'の', '広がっ', 'た', '部分']",所在地,0.1666666666666666,0.0
250,3958,3958,2388853,1,1,1,"['愛媛', '県', '伊予', '市', '南', '伊予']",所在地,0.8333333333333334,0.0
251,6678,6678,512545,0,0,0,['僊湖'],動物,0.1666666666666666,0.0
252,1322,1322,143182,0,1,1,"['29', '.', '5', '▁', 'm']",最大水深,0.6666666666666666,0.0
253,5004,5004,2978850,1,0,0,"['自然', '橋']",橋・トンネル,0.3333333333333333,0.0
254,4598,4598,2802797,0,0,0,"['アルゼンチン', 'と', 'チリ', 'の', '国境', 'を', '跨い', 'で', 'いる']",所在地,0.1666666666666666,0.0
255,2260,2260,183867,1,1,1,['ワカサギ'],動物,0.6666666666666666,0.0
256,2638,2638,1954629,0,0,0,"['コンゴ', '共和', '国']",国,0.1666666666666666,0.0
257,2600,2600,192615,1,1,1,"['22', '～', '48', 'km']",幅,0.6666666666666666,0.0
258,3283,3283,2239242,0,1,1,"['かみ', 'いけ']",読み,0.8333333333333334,0.0
259,6900,6900,536433,0,0,0,['貯水池'],種類,0.1666666666666666,0.0
260,2936,2936,2032404,1,0,0,['トリニダード・トバゴ'],所在地,0.1666666666666666,0.0
261,7132,7132,54796,1,0,0,['ベネズエラ'],国,0.3333333333333333,0.0
262,276,276,1054775,1,1,0,"['西経', '71', '.', '84167', '度']",座標・経度,0.6666666666666666,0.0
263,456,456,1114951,1,1,0,"['北緯', '25', '.', '76333', '度']",座標・緯度,0.6666666666666666,0.0
264,2408,2408,192531,0,0,1,"['Çarpanak', '島']",島,0.3333333333333333,0.0
265,2662,2662,1954629,0,0,0,"['キンシャサ', '・']",湖岸の地域区分,0.1666666666666666,0.0
266,6193,6193,407959,1,0,0,"['この', '湖', 'を', 'Cocibolca', '湖', '又は', 'Dulce', '湖', '（', '「', '甘い', '海', '」', 'の', '意味', '）', 'と', '呼ぶ']",名前の謂れ,0.1666666666666666,0.0
267,7058,7058,54796,0,1,1,['カザフスタン'],国,0.5,0.0
268,235,235,1054775,1,0,0,"['チャーゴグガゴグマンチャウグガゴグチャウバナガンガマウグ', '湖']",種類,0.1666666666666666,0.0
269,7752,7752,666576,0,0,0,['アカミミガメ'],別名,0.1666666666666666,0.0
