text,attribute,model prediction,model choise,answer,model output
430▁km,周囲長,0,crowd,1,"[0.048216354101896286, 0.8812974095344543, 0.07048630714416504]"
北緯38.633度,座標・緯度,0,annotator,0,"[0.000652821734547615, 0.3861134350299835, 0.613233745098114]"
オシリスの湖,動物,0,crowd,0,"[0.043773457407951355, 0.8213189244270325, 0.13490763306617737]"
"マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ州,▁ティエラ・デル・フエゴ県",所在地,0,crowd,0,"[0.034137796610593796, 0.9030073881149292, 0.06285479664802551]"
93.7m,水面標高,1,crowd,1,"[0.0193426925688982, 0.9034326672554016, 0.07722467929124832]"
ビオビオ州トルパン東部,所在地,1,crowd,1,"[0.04477798566222191, 0.8414682745933533, 0.1137537881731987]"
45ft,最大水深,0,crowd,1,"[0.01733280159533024, 0.9170449376106262, 0.06562231481075287]"
ニホンマムシ,別名,0,crowd,0,"[0.06515836715698242, 0.8421473503112793, 0.09269426763057709]"
性空上人が拓いたと言われる東霧島（つまきりしま）神社,名前の謂れ,0,crowd,0,"[0.006882647518068552, 0.9432367086410522, 0.04988056421279907]"
利根川,流入・流出河川,1,crowd,1,"[0.07356379181146622, 0.8212260603904724, 0.10521019995212555]"
ベニアマモ属,植物,0,crowd,0,"[0.0611262209713459, 0.8046925663948059, 0.13418124616146088]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[0.0013983401004225016, 0.8869580626487732, 0.11164365708827972]"
Μοἵρις,動物,0,crowd,0,"[0.029112717136740685, 0.8545519709587097, 0.11633528769016266]"
無人島,島,0,crowd,0,"[0.049603816121816635, 0.8737181425094604, 0.07667800784111023]"
メダカ,別名,0,crowd,0,"[0.07227043062448502, 0.8273855447769165, 0.10034400969743729]"
東経138.56083度,座標・経度,0,annotator,0,"[0.0012981608742848039, 0.4213486313819885, 0.5773531794548035]"
ふるさと広場,観光地,0,crowd,1,"[0.05585125833749771, 0.8325073719024658, 0.11164138466119766]"
支笏湖観光センター,観光地,1,crowd,1,"[0.05706233158707619, 0.8186508417129517, 0.12428680807352066]"
鬼怒川,流入・流出河川,0,crowd,0,"[0.054602719843387604, 0.8623177409172058, 0.08307959139347076]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[0.0027811070904135704, 0.9584028720855713, 0.03881598263978958]"
グルジア,国,0,crowd,0,"[0.05220568925142288, 0.8802551627159119, 0.06753911823034286]"
松本市,所在地,0,crowd,0,"[0.027643447741866112, 0.8699854016304016, 0.10237114131450653]"
137.83472,座標・経度,1,crowd,0,"[0.0458417646586895, 0.8522201776504517, 0.10193803161382675]"
64.42000,島,0,crowd,0,"[0.009851488284766674, 0.9449206590652466, 0.04522785171866417]"
59.,座標・緯度,0,crowd,0,"[0.015852876007556915, 0.9124284386634827, 0.0717187225818634]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.01722351647913456, 0.8770424723625183, 0.10573402792215347]"
21.033,座標・経度,0,crowd,0,"[0.01234806701540947, 0.9228417277336121, 0.06481023132801056]"
金精トンネル,橋・トンネル,0,crowd,0,"[0.03820700943470001, 0.8795564770698547, 0.08223648369312286]"
湖,種類,0,crowd,0,"[0.03957264870405197, 0.8615442514419556, 0.09888317435979843]"
東経13.792222度,座標・経度,0,annotator,0,"[0.0011536729289218783, 0.4290921688079834, 0.5697541832923889]"
アメリカ合衆国,国,1,crowd,1,"[0.02248421125113964, 0.9084945321083069, 0.06902121752500534]"
東経137度50分36秒,座標・経度,0,annotator,0,"[0.0017084882128983736, 0.45943862199783325, 0.5388529300689697]"
チョウザメ類,動物,0,crowd,1,"[0.047299422323703766, 0.8473278284072876, 0.10537280142307281]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.028171153739094734, 0.8628780841827393, 0.10895080119371414]"
"7,806ha",面積,0,crowd,0,"[0.011959533207118511, 0.9310280084609985, 0.05701248347759247]"
530m,最大水深,1,crowd,1,"[0.05082004889845848, 0.8353275060653687, 0.11385246366262436]"
佐濃,流入・流出河川,0,crowd,0,"[0.020688999444246292, 0.907325029373169, 0.07198603451251984]"
40▁m,平均水深,1,crowd,1,"[0.014857754111289978, 0.9347588419914246, 0.05038345605134964]"
北緯28度56分,島,0,annotator,0,"[0.0007613645866513252, 0.4011797308921814, 0.5980589389801025]"
北緯36度55分27秒,島,0,crowd,0,"[0.002159822965040803, 0.5091556310653687, 0.4886845350265503]"
137,座標・経度,0,crowd,0,"[0.06193826347589493, 0.8495797514915466, 0.08848197758197784]"
渡り鳥,動物,0,crowd,0,"[0.05387495830655098, 0.8552426099777222, 0.09088241308927536]"
幸魂大橋,橋・トンネル,1,crowd,1,"[0.05860016867518425, 0.8560523986816406, 0.0853475034236908]"
平池古墳群,観光地,0,crowd,0,"[0.0011519102845340967, 0.6518524289131165, 0.34699562191963196]"
コメ,産業,0,crowd,0,"[0.0614076666533947, 0.862820565700531, 0.0757717415690422]"
水草,植物,0,crowd,0,"[0.05585911124944687, 0.8251116275787354, 0.11902926862239838]"
清久,観光地,0,crowd,0,"[0.06721904128789902, 0.8437654376029968, 0.08901549875736237]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.05663588270545006, 0.8184036612510681, 0.1249605119228363]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.02166159637272358, 0.8635242581367493, 0.11481411755084991]"
Hazar▁Denizi,別名,0,crowd,1,"[0.031995952129364014, 0.9242355823516846, 0.043768417090177536]"
グレンキャニオンダム,所在地,0,crowd,0,"[0.07105888426303864, 0.8313502073287964, 0.09759091585874557]"
泥炭地,種類,0,crowd,0,"[0.06188268959522247, 0.8282102942466736, 0.10990703105926514]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.007556213531643152, 0.9323830008506775, 0.06006081402301788]"
コアマモ,植物,0,crowd,0,"[0.07470272481441498, 0.8312345743179321, 0.09406270831823349]"
約300m,長さ,0,crowd,1,"[0.025702744722366333, 0.8570532202720642, 0.11724400520324707]"
タンチョウヅル,植物,0,crowd,0,"[0.06511879712343216, 0.8058793544769287, 0.12900182604789734]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.005310756154358387, 0.9748499393463135, 0.019839270040392876]"
梓川,流入・流出河川,0,crowd,0,"[0.06638986617326736, 0.8320600390434265, 0.1015501469373703]"
アイオス・アキリオス島,島,0,crowd,1,"[0.04624171927571297, 0.8348402976989746, 0.1189180240035057]"
北緯67.500度,座標・緯度,0,annotator,0,"[0.0014249361120164394, 0.4776422679424286, 0.5209327936172485]"
イェータランド,所在地,0,crowd,1,"[0.05411618947982788, 0.8520181775093079, 0.09386558830738068]"
雲南省,別名,0,crowd,0,"[0.05460146442055702, 0.8378007411956787, 0.10759784281253815]"
小合溜,動物,0,crowd,0,"[0.020109524950385094, 0.8899959921836853, 0.08989454805850983]"
栄町,湖岸の地域区分,0,crowd,0,"[0.032576628029346466, 0.8260579705238342, 0.1413653939962387]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[0.002331870375201106, 0.6165406703948975, 0.3811274766921997]"
性,成因,0,crowd,0,"[0.01579192467033863, 0.9122911095619202, 0.07191696763038635]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.027425121515989304, 0.8661211133003235, 0.10645381361246109]"
西経111,座標・経度,0,crowd,0,"[0.050213731825351715, 0.8256421685218811, 0.12414407730102539]"
50▁km,幅,0,crowd,0,"[0.013317994773387909, 0.943984866142273, 0.04269711300730705]"
国立公園,公園,0,crowd,0,"[0.030384117737412453, 0.8499847054481506, 0.11963112652301788]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[0.057746585458517075, 0.8244162201881409, 0.11783723533153534]"
みどろいけ,動物,0,crowd,0,"[0.02152649126946926, 0.8806502819061279, 0.09782318770885468]"
カキツバタ[,別名,0,crowd,0,"[0.06204677000641823, 0.8458015322685242, 0.0921517163515091]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.006751032546162605, 0.9234399795532227, 0.06980901211500168]"
沼,種類,0,crowd,0,"[0.030997978523373604, 0.8796745538711548, 0.08932752162218094]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.01872405782341957, 0.8825713992118835, 0.0987045019865036]"
Türkçe,島,0,crowd,0,"[0.05178338289260864, 0.8526222705841064, 0.09559430927038193]"
美笛の滝,観光地,0,crowd,1,"[0.04890839755535126, 0.8518557548522949, 0.09923585504293442]"
ウミウチワ,動物,0,crowd,0,"[0.06591323018074036, 0.8476207852363586, 0.08646592497825623]"
養,産業,0,crowd,0,"[0.016325175762176514, 0.918103814125061, 0.06557103246450424]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.07461945712566376, 0.8176614046096802, 0.10771916061639786]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[0.0008698126184754074, 0.4354163110256195, 0.5637138485908508]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.004019773565232754, 0.9258079528808594, 0.0701722577214241]"
ヨシノボリ,別名,0,crowd,0,"[0.07024174928665161, 0.8152821660041809, 0.11447606235742569]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,0,crowd,0,"[0.004282966256141663, 0.981517493724823, 0.014199585653841496]"
エビモ,別名,0,crowd,0,"[0.07219800353050232, 0.82229083776474, 0.1055111438035965]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[0.003299224656075239, 0.9459521174430847, 0.05074869096279144]"
鶴の舞橋,橋・トンネル,0,crowd,1,"[0.06397878378629684, 0.8490145802497864, 0.08700663596391678]"
ミネアポリス・セントポール,所在地,0,crowd,0,"[0.06593486666679382, 0.8367123603820801, 0.0973527580499649]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.0102455522865057, 0.9405458569526672, 0.0492086224257946]"
円墳,観光地,0,crowd,0,"[0.017766466364264488, 0.8908891081809998, 0.0913444459438324]"
木崎湖温泉,観光地,1,crowd,1,"[0.05621204152703285, 0.8145862221717834, 0.129201740026474]"
工業,産業,0,crowd,0,"[0.02147938311100006, 0.9012495279312134, 0.07727109640836716]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.00345091731287539, 0.9765577912330627, 0.019991325214505196]"
桐生競艇場,動物,0,crowd,0,"[0.05538523942232132, 0.8096590042114258, 0.13495579361915588]"
北緯44度,座標・緯度,1,crowd,0,"[0.05263561010360718, 0.819652259349823, 0.12771211564540863]"
ヒシ,植物,1,crowd,1,"[0.05550377070903778, 0.8434066772460938, 0.10108952224254608]"
北緯,座標・緯度,0,crowd,0,"[0.05227448046207428, 0.8655130863189697, 0.08221244066953659]"
ニジマス,別名,0,crowd,0,"[0.06262461096048355, 0.8450298309326172, 0.09234556555747986]"
24.1メートル,長さ,0,crowd,1,"[0.024387525394558907, 0.9294312596321106, 0.046181146055459976]"
2～4▁m,平均水深,1,crowd,1,"[0.016122443601489067, 0.9221151471138, 0.06176239997148514]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.03111443854868412, 0.8398231267929077, 0.12906241416931152]"
ため池,種類,0,crowd,1,"[0.05562642961740494, 0.8545025587081909, 0.08987098187208176]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.0049507031217217445, 0.9274498820304871, 0.06759943813085556]"
ニュージーランド,国,1,crowd,1,"[0.017549224197864532, 0.9110867381095886, 0.07136402279138565]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.0499991849064827, 0.8189598917961121, 0.13104094564914703]"
約249km2,面積,1,crowd,1,"[0.02315000630915165, 0.8340697288513184, 0.14278022944927216]"
119▁km,長さ,1,crowd,1,"[0.042350225150585175, 0.8904598355293274, 0.06718990951776505]"
シコット[,別名,0,crowd,0,"[0.052994582802057266, 0.8699225187301636, 0.07708287239074707]"
イグサ,植物,0,crowd,1,"[0.06212671473622322, 0.8589583039283752, 0.07891497015953064]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,0,crowd,0,"[0.003826182335615158, 0.9601259827613831, 0.03604786843061447]"
エネットビュルゲン,湖岸の地域区分,1,crowd,1,"[0.08224981278181076, 0.8124329447746277, 0.10531724989414215]"
ラント,国,0,crowd,0,"[0.026092056185007095, 0.8726832866668701, 0.10122460126876831]"
池,流入・流出河川,0,crowd,0,"[0.024084368720650673, 0.9048007726669312, 0.07111487537622452]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.0572659969329834, 0.8476654887199402, 0.09506847709417343]"
東経136.727278度,座標・経度,0,annotator,0,"[0.0006918565486557782, 0.3851347267627716, 0.6141733527183533]"
三日月湖,種類,1,crowd,1,"[0.05210025981068611, 0.8419396877288818, 0.10596001148223877]"
ブレ,最大水深,0,crowd,0,"[0.06950490176677704, 0.8430848121643066, 0.08741025626659393]"
埼玉地区,所在地,1,crowd,0,"[0.02501274086534977, 0.8709510564804077, 0.10403616726398468]"
塩沢堰,成因,0,crowd,0,"[0.05192094296216965, 0.8574678301811218, 0.09061120450496674]"
白鳥,動物,0,crowd,1,"[0.05461964011192322, 0.8714399933815002, 0.07394037395715714]"
北緯43,島,0,crowd,0,"[0.09054004400968552, 0.8112030625343323, 0.09825689345598221]"
酸栄養湖,種類,1,crowd,1,"[0.014638190157711506, 0.9180408120155334, 0.06732098758220673]"
湖,種類,0,crowd,0,"[0.014152555726468563, 0.9353220462799072, 0.05052543058991432]"
ボリビアの,国内位置,0,crowd,0,"[0.053306061774492264, 0.8228697180747986, 0.12382420897483826]"
北緯36.37000度,座標・緯度,0,annotator,0,"[0.0012042928719893098, 0.46050354838371277, 0.5382922291755676]"
山,成因,0,crowd,0,"[0.023902995511889458, 0.8865393996238708, 0.08955754339694977]"
ティエンチ,別名,1,crowd,1,"[0.07641342282295227, 0.8085804581642151, 0.11500615626573563]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.06868395209312439, 0.8341355323791504, 0.09718052297830582]"
御菩薩池,別名,0,crowd,1,"[0.07933229207992554, 0.7652576565742493, 0.1554100662469864]"
36.59806,座標・緯度,0,crowd,0,"[0.009121903218328953, 0.9398360252380371, 0.05104206129908562]"
東経136度52分08秒,座標・経度,1,crowd,0,"[0.004953167401254177, 0.6064455509185791, 0.38860130310058594]"
ホシハジロ,動物,0,crowd,1,"[0.07618784159421921, 0.8222949504852295, 0.10151725262403488]"
氷河湖,成因,1,crowd,1,"[0.049931496381759644, 0.847567081451416, 0.10250137746334076]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.02138848602771759, 0.9170046448707581, 0.06160687282681465]"
ため池百選,種類,0,crowd,0,"[0.04731237515807152, 0.8105985522270203, 0.1420890837907791]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[0.008969569578766823, 0.6614733338356018, 0.32955703139305115]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.01685836724936962, 0.880032479763031, 0.10310916602611542]"
トゥルカナ湖に次いで北,所在地,0,crowd,0,"[0.006484501529484987, 0.6610640287399292, 0.33245140314102173]"
湖沼,種類,0,crowd,1,"[0.07452734559774399, 0.8190483450889587, 0.10642431676387787]"
東経130度55分52秒,幅,0,annotator,0,"[0.0012972791446372867, 0.4739047884941101, 0.5247979760169983]"
北緯52度51分59秒,座標・緯度,1,crowd,0,"[0.0016152653843164444, 0.506820797920227, 0.49156391620635986]"
Lake▁Merom,動物,0,crowd,0,"[0.047229353338479996, 0.896615207195282, 0.056155502796173096]"
ソウギョ,別名,0,crowd,0,"[0.053305018693208694, 0.8572065830230713, 0.0894884392619133]"
北緯10.23250度,島,0,annotator,0,"[0.0019019548781216145, 0.46330273151397705, 0.534795343875885]"
98.8756,幅,0,crowd,0,"[0.017511989921331406, 0.9163386225700378, 0.06614945083856583]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.0078119500540196896, 0.9342613220214844, 0.057926785200834274]"
しぶき氷,観光地,0,crowd,1,"[0.050243061035871506, 0.8323917984962463, 0.11736519634723663]"
北緯0度38分,座標・緯度,0,annotator,0,"[0.0024823229759931564, 0.48844993114471436, 0.509067714214325]"
鴨川,流入・流出河川,0,crowd,0,"[0.06380961090326309, 0.8456105589866638, 0.0905798077583313]"
2.6845,座標・緯度,0,crowd,0,"[0.013341302052140236, 0.9127447605133057, 0.07391392439603806]"
11.90[1]▁km2,面積,1,crowd,1,"[0.006863187998533249, 0.9720996022224426, 0.021037226542830467]"
クビレミドロ,別名,0,crowd,0,"[0.056309573352336884, 0.8561450839042664, 0.08754530549049377]"
カヤツリグサ科,植物,0,crowd,0,"[0.052476152777671814, 0.8357346653938293, 0.11178918927907944]"
223万▁m3,貯水量,1,crowd,1,"[0.017748447135090828, 0.8554167151451111, 0.12683486938476562]"
約60m,水深,0,crowd,1,"[0.024847809225320816, 0.8541725277900696, 0.12097962945699692]"
アースダム,成因,0,crowd,0,"[0.057062406092882156, 0.8355779647827148, 0.10735965520143509]"
北緯36.06806度,座標・緯度,0,annotator,0,"[0.0010747871128842235, 0.43429702520370483, 0.5646281838417053]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.046481963247060776, 0.8419975638389587, 0.11152046173810959]"
養殖,産業,0,crowd,0,"[0.06179962307214737, 0.8419668078422546, 0.0962335541844368]"
藻類,植物,0,crowd,0,"[0.05580379068851471, 0.8565259575843811, 0.0876702144742012]"
湖,種類,1,crowd,1,"[0.02632976695895195, 0.9064860939979553, 0.06718407571315765]"
みぞろがいけ,別名,0,crowd,0,"[0.046789079904556274, 0.8283172249794006, 0.12489371746778488]"
ゴリ,動物,1,crowd,1,"[0.06452005356550217, 0.8520315885543823, 0.0834483876824379]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.015702050179243088, 0.9052475094795227, 0.07905041426420212]"
下,所在地,0,crowd,0,"[0.02107970416545868, 0.9063916802406311, 0.07252858579158783]"
湖,種類,1,crowd,1,"[0.028030093759298325, 0.8841958045959473, 0.08777406811714172]"
タンチョウヅル,別名,0,crowd,0,"[0.06250375509262085, 0.8173351883888245, 0.1201610267162323]"
ドン川,流入・流出河川,1,crowd,1,"[0.01964736543595791, 0.8739968538284302, 0.1063557118177414]"
日本,国,0,crowd,0,"[0.01873592659831047, 0.9162832498550415, 0.06498078256845474]"
原,産業,0,crowd,0,"[0.01325138658285141, 0.9410836696624756, 0.0456649512052536]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.055111151188611984, 0.8236737251281738, 0.12121512740850449]"
蓼科山から北西,所在地,0,crowd,0,"[0.06891531497240067, 0.8226624131202698, 0.10842221975326538]"
北緯34度55分46秒,島,0,annotator,0,"[0.0015707825077697635, 0.48363760113716125, 0.5147916674613953]"
カスピ海の奥,所在地,0,crowd,0,"[0.0552055686712265, 0.841782808303833, 0.10301157832145691]"
トルコ,国,0,crowd,0,"[0.01741757057607174, 0.9035220742225647, 0.07906033098697662]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.017879150807857513, 0.8814118504524231, 0.10070902109146118]"
