text,attribute,model prediction,model choise,answer,model output
利根川,流入・流出河川,1,crowd,1,"[0.39591464400291443, 0.5735374689102173, -1.1157093048095703]"
ベニアマモ属,植物,0,crowd,0,"[0.29686692357063293, 0.5330069661140442, -0.938392162322998]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[-0.33768314123153687, 1.0423308610916138, -0.8196916580200195]"
Μοἵρις,動物,0,crowd,0,"[0.08329051733016968, 0.7277557849884033, -0.9244260191917419]"
無人島,島,0,crowd,0,"[0.42115041613578796, 0.613948404788971, -1.1919962167739868]"
メダカ,別名,0,crowd,0,"[0.44798770546913147, 0.5294983983039856, -1.1324329376220703]"
東経138.56083度,座標・経度,0,annotator,0,"[-0.8050909638404846, -0.07789771258831024, 0.6087645292282104]"
ふるさと広場,観光地,0,crowd,1,"[0.06720171123743057, 0.6726868748664856, -0.8192771673202515]"
支笏湖観光センター,観光地,1,crowd,1,"[0.013593476265668869, 0.7364741563796997, -0.8177308440208435]"
鬼怒川,流入・流出河川,0,crowd,0,"[0.41601717472076416, 0.5768011808395386, -1.1580274105072021]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[-0.07345052808523178, 1.307254433631897, -1.351821780204773]"
グルジア,国,0,crowd,0,"[0.5099407434463501, 0.6291086077690125, -1.3207193613052368]"
松本市,所在地,0,crowd,0,"[0.011414897628128529, 0.8013030290603638, -0.9524816870689392]"
137.83472,座標・経度,1,crowd,0,"[0.12802298367023468, 0.7645829916000366, -0.9969017505645752]"
64.42000,島,0,crowd,0,"[0.2550254762172699, 1.1022340059280396, -1.5481361150741577]"
59.,座標・緯度,0,crowd,0,"[0.15077944099903107, 1.033976435661316, -1.3690414428710938]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.044065363705158234, 0.8266151547431946, -0.9633973836898804]"
21.033,座標・経度,0,crowd,0,"[0.15324684977531433, 0.9646151065826416, -1.2889394760131836]"
金精トンネル,橋・トンネル,0,crowd,0,"[-0.038760870695114136, 0.984469473361969, -1.0915069580078125]"
湖,種類,0,crowd,0,"[0.18652181327342987, 0.6610608696937561, -0.9792867302894592]"
東経13.792222度,座標・経度,0,annotator,0,"[-0.8339675664901733, -0.04188011214137077, 0.5854682326316833]"
アメリカ合衆国,国,1,crowd,1,"[0.1620577722787857, 0.8017030954360962, -1.1180716753005981]"
東経137度50分36秒,座標・経度,0,annotator,0,"[-0.7944383025169373, -0.04668659344315529, 0.5555905699729919]"
チョウザメ類,動物,0,crowd,1,"[0.14756987988948822, 0.7252397537231445, -0.9736586213111877]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.021645192056894302, 0.6660988330841064, -0.8115648031234741]"
"7,806ha",面積,0,crowd,0,"[0.21382005512714386, 1.0201184749603271, -1.4183049201965332]"
530m,最大水深,1,crowd,1,"[0.003682982176542282, 0.7861964702606201, -0.8647313117980957]"
佐濃,流入・流出河川,0,crowd,0,"[0.14638568460941315, 0.7608497142791748, -1.059008240699768]"
40▁m,平均水深,1,crowd,1,"[0.2915044128894806, 1.0830438137054443, -1.5665026903152466]"
北緯28度56分,島,0,annotator,0,"[-0.8768169283866882, -0.1188163012266159, 0.686363935470581]"
北緯36度55分27秒,島,0,annotator,0,"[-0.6465616226196289, 0.026977255940437317, 0.3328440487384796]"
137,座標・経度,0,crowd,0,"[0.47164031863212585, 0.5265398621559143, -1.1560680866241455]"
渡り鳥,動物,0,crowd,0,"[0.4269138276576996, 0.5778704881668091, -1.1523369550704956]"
幸魂大橋,橋・トンネル,1,crowd,1,"[0.5336646437644958, 0.6113392114639282, -1.2679858207702637]"
平池古墳群,観光地,0,crowd,0,"[-0.49869242310523987, 0.14582864940166473, -0.00928881298750639]"
コメ,産業,0,crowd,0,"[0.4361344277858734, 0.6382906436920166, -1.2426557540893555]"
水草,植物,0,crowd,0,"[0.3228420913219452, 0.5032395124435425, -0.9355165362358093]"
清久,観光地,0,crowd,0,"[0.4907144606113434, 0.5035505294799805, -1.1528435945510864]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.12938137352466583, 0.6513208746910095, -0.8619577884674072]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.013037431985139847, 0.7189497351646423, -0.8220676183700562]"
Hazar▁Denizi,別名,0,crowd,1,"[0.7524570226669312, 0.8041641712188721, -1.7710117101669312]"
グレンキャニオンダム,所在地,0,crowd,0,"[0.4388556182384491, 0.5673814415931702, -1.1564775705337524]"
泥炭地,種類,0,crowd,0,"[0.003948964178562164, 0.7482800483703613, -0.825993001461029]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.22056294977664948, 1.0119292736053467, -1.3971298933029175]"
コアマモ,植物,1,system,0,"[0.5073428750038147, 0.4894065260887146, -1.1524418592453003]"
約300m,長さ,0,crowd,1,"[0.14785665273666382, 0.5073952674865723, -0.7617063522338867]"
タンチョウヅル,植物,0,crowd,0,"[0.0866694226861, 0.6599850058555603, -0.8199004530906677]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.7132406830787659, 1.3244400024414062, -2.2877910137176514]"
梓川,流入・流出河川,0,crowd,0,"[0.4105418026447296, 0.5779248476028442, -1.149856448173523]"
アイオス・アキリオス島,島,0,crowd,1,"[0.10854512453079224, 0.7451617121696472, -0.956070065498352]"
北緯67.500度,座標・緯度,0,annotator,0,"[-0.7077894806861877, 0.06736478209495544, 0.3935182988643646]"
イェータランド,所在地,0,crowd,1,"[0.4340989291667938, 0.5271124839782715, -1.112781047821045]"
雲南省,別名,0,crowd,0,"[0.1375749707221985, 0.6956942081451416, -0.9365496635437012]"
小合溜,動物,0,crowd,0,"[0.1367960274219513, 0.7472153902053833, -1.0249117612838745]"
栄町,湖岸の地域区分,0,crowd,0,"[-0.011342363432049751, 0.6832490563392639, -0.7779212594032288]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[-0.5969405174255371, 0.3656060993671417, -0.012466651387512684]"
性,成因,0,crowd,0,"[0.10136298835277557, 0.8858466744422913, -1.1652742624282837]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.08815903961658478, 0.6844953298568726, -0.8991169929504395]"
西経111,座標・経度,0,crowd,0,"[0.01572021283209324, 0.7216470241546631, -0.8148494958877563]"
50▁km,幅,0,crowd,0,"[0.413239061832428, 1.0317456722259521, -1.6276086568832397]"
国立公園,公園,0,crowd,0,"[0.0174393430352211, 0.6541027426719666, -0.7855324745178223]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[-0.024800313636660576, 0.8282740712165833, -0.8726987838745117]"
みどろいけ,動物,0,crowd,0,"[0.12283548712730408, 0.7089051008224487, -0.9710889458656311]"
カキツバタ[,別名,0,crowd,0,"[0.2443075329065323, 0.7283692359924316, -1.099433422088623]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.0017237672582268715, 1.0057214498519897, -1.1283680200576782]"
沼,種類,0,crowd,0,"[0.1407460719347, 0.7198354601860046, -0.9906532764434814]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.010231267660856247, 0.9433153867721558, -1.0808842182159424]"
Türkçe,島,0,crowd,0,"[0.3489668369293213, 0.5732553005218506, -1.071331262588501]"
美笛の滝,観光地,0,crowd,1,"[0.2251421958208084, 0.730494499206543, -1.071556568145752]"
ウミウチワ,動物,0,crowd,0,"[0.4537216126918793, 0.5732555389404297, -1.1924026012420654]"
養,産業,0,crowd,0,"[0.14762306213378906, 0.9454027414321899, -1.2605412006378174]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.024326719343662262, 0.7715383172035217, -0.8791859149932861]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[-0.8158538937568665, -0.05036357417702675, 0.5683659315109253]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.11464964598417282, 0.7623975276947021, -1.0133646726608276]"
ヨシノボリ,別名,0,crowd,0,"[0.40506115555763245, 0.5190034508705139, -1.0623011589050293]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,0,crowd,0,"[0.9377907514572144, 1.3397200107574463, -2.5392608642578125]"
エビモ,別名,0,crowd,0,"[0.4031190276145935, 0.5245581865310669, -1.0673799514770508]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[-0.028023002669215202, 1.0891276597976685, -1.1572556495666504]"
鶴の舞橋,橋・トンネル,0,crowd,1,"[0.5016005635261536, 0.5259225964546204, -1.190155029296875]"
ミネアポリス・セントポール,所在地,0,crowd,0,"[0.3500877022743225, 0.5807856321334839, -1.07478928565979]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.20594508945941925, 1.1149518489837646, -1.505876064300537]"
円墳,観光地,0,crowd,0,"[0.08769088238477707, 0.6626462340354919, -0.8773763179779053]"
木崎湖温泉,観光地,1,crowd,1,"[0.05955604463815689, 0.6959980130195618, -0.8463797569274902]"
工業,産業,0,crowd,0,"[0.15388518571853638, 0.8244017958641052, -1.1324881315231323]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.5944792032241821, 1.3010174036026, -2.1115386486053467]"
桐生競艇場,動物,0,crowd,0,"[-0.018688635900616646, 0.7524239420890808, -0.7907333970069885]"
北緯44度,座標・緯度,1,crowd,0,"[0.06738734245300293, 0.7288201451301575, -0.877470850944519]"
ヒシ,植物,1,crowd,1,"[0.370216429233551, 0.5008206963539124, -1.0056909322738647]"
北緯,座標・緯度,0,crowd,0,"[0.4563525319099426, 0.5906386971473694, -1.2087957859039307]"
ニジマス,別名,0,crowd,0,"[0.4593695104122162, 0.5422004461288452, -1.1507341861724854]"
24.1メートル,長さ,0,crowd,1,"[0.31534647941589355, 1.1686538457870483, -1.7013100385665894]"
2～4▁m,平均水深,1,crowd,1,"[0.35119572281837463, 1.0223091840744019, -1.5536346435546875]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.04183240979909897, 0.6430550217628479, -0.8100530505180359]"
ため池,種類,0,crowd,1,"[0.3837295472621918, 0.5233730673789978, -1.0575426816940308]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.022159861400723457, 0.9879512190818787, -1.1479403972625732]"
ニュージーランド,国,1,crowd,1,"[0.08650311827659607, 0.8304996490478516, -1.0696804523468018]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.02471565082669258, 0.7441241145133972, -0.8453068137168884]"
約249km2,面積,1,crowd,1,"[0.07019362598657608, 0.6002364158630371, -0.790013313293457]"
119▁km,長さ,1,crowd,1,"[0.4749034345149994, 0.881138026714325, -1.5334501266479492]"
シコット[,別名,0,crowd,0,"[0.2637656629085541, 0.7863624691963196, -1.1773494482040405]"
イグサ,植物,0,crowd,1,"[0.4911506175994873, 0.5301559567451477, -1.175376534461975]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,0,crowd,0,"[0.5990418195724487, 0.9582772254943848, -1.7346758842468262]"
エネットビュルゲン,湖岸の地域区分,1,crowd,1,"[0.4024287760257721, 0.5043384432792664, -1.0413830280303955]"
ラント,国,0,crowd,0,"[0.08074275404214859, 0.7072940468788147, -0.9197466373443604]"
池,流入・流出河川,0,crowd,0,"[0.34380877017974854, 0.7565495371818542, -1.2468311786651611]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.0879819393157959, 0.747410774230957, -0.9311584234237671]"
東経136.727278度,座標・経度,0,annotator,0,"[-0.7911836504936218, -0.12102629244327545, 0.6284317970275879]"
三日月湖,種類,1,crowd,1,"[0.04844394326210022, 0.7731741070747375, -0.9063634872436523]"
ブレ,最大水深,0,crowd,0,"[0.4599069654941559, 0.5550014972686768, -1.1776816844940186]"
埼玉地区,所在地,1,crowd,0,"[0.12220983952283859, 0.7753692865371704, -1.0550788640975952]"
塩沢堰,成因,0,crowd,0,"[0.14812979102134705, 0.6826262474060059, -0.9306920766830444]"
白鳥,動物,0,crowd,1,"[0.45986080169677734, 0.5902395248413086, -1.2187258005142212]"
北緯43,島,1,system,0,"[0.5332436561584473, 0.33232197165489197, -1.0085715055465698]"
酸栄養湖,種類,1,crowd,1,"[0.1139969676733017, 0.8059688806533813, -1.0732524394989014]"
湖,種類,0,crowd,0,"[0.20042471587657928, 0.9604982733726501, -1.337508201599121]"
ボリビアの,国内位置,0,crowd,0,"[0.01751215197145939, 0.7474377155303955, -0.8598933815956116]"
北緯36.37000度,座標・緯度,0,annotator,0,"[-0.8450721502304077, -0.03546614944934845, 0.5875150561332703]"
山,成因,0,crowd,0,"[0.11435573548078537, 0.7220758199691772, -0.9689111113548279]"
ティエンチ,別名,1,crowd,1,"[0.4579048752784729, 0.5301071405410767, -1.129981279373169]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.4743819832801819, 0.5615093111991882, -1.2039892673492432]"
御菩薩池,別名,1,system,1,"[0.3602416217327118, 0.2848103642463684, -0.7377412915229797]"
36.59806,座標・緯度,0,crowd,0,"[0.15967783331871033, 0.9928072690963745, -1.3329863548278809]"
東経136度52分08秒,座標・経度,1,crowd,0,"[-0.5378840565681458, 0.22289979457855225, 0.04803892597556114]"
ホシハジロ,動物,0,crowd,1,"[0.4608040750026703, 0.4856020510196686, -1.0873239040374756]"
氷河湖,成因,1,crowd,1,"[0.1375720351934433, 0.722835898399353, -0.9526047706604004]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.04223054274916649, 1.0805881023406982, -1.2797982692718506]"
ため池百選,種類,0,crowd,0,"[-0.13243232667446136, 0.7257545590400696, -0.6518495082855225]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[-0.5242190361022949, 0.2802392840385437, 0.03743739053606987]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[-0.023795397952198982, 0.8485023975372314, -0.92402583360672]"
トゥルカナ湖に次いで北,所在地,0,annotator,0,"[-0.5985088348388672, 0.1844538003206253, 0.1888972520828247]"
湖沼,種類,0,crowd,1,"[0.44239532947540283, 0.518499493598938, -1.1079310178756714]"
東経130度55分52秒,幅,0,annotator,0,"[-0.652705729007721, -0.017165131866931915, 0.33595094084739685]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[-0.8056061863899231, 0.17079177498817444, 0.29617324471473694]"
Lake▁Merom,動物,0,crowd,0,"[0.6666234731674194, 0.7918874621391296, -1.646052598953247]"
ソウギョ,別名,0,crowd,0,"[0.39407452940940857, 0.5979770421981812, -1.1454075574874878]"
北緯10.23250度,島,0,annotator,0,"[-0.7670039534568787, -0.03907229006290436, 0.5439760684967041]"
98.8756,幅,0,crowd,0,"[0.15712089836597443, 0.9476959109306335, -1.2783589363098145]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.18727362155914307, 1.0844523906707764, -1.4554791450500488]"
しぶき氷,観光地,0,crowd,1,"[0.14965292811393738, 0.6713436245918274, -0.9158804416656494]"
北緯0度38分,座標・緯度,0,annotator,0,"[-0.7805650234222412, 0.01635863445699215, 0.46034809947013855]"
鴨川,流入・流出河川,0,crowd,0,"[0.4233749210834503, 0.5928472280502319, -1.1741372346878052]"
2.6845,座標・緯度,0,crowd,0,"[0.07888157665729523, 0.9467287659645081, -1.1890110969543457]"
11.90[1]▁km2,面積,1,crowd,1,"[0.6643578410148621, 1.299576997756958, -2.2012596130371094]"
クビレミドロ,別名,0,crowd,0,"[0.39556705951690674, 0.6161991357803345, -1.1616615056991577]"
カヤツリグサ科,植物,0,crowd,0,"[0.12875929474830627, 0.6895842552185059, -0.9240574836730957]"
223万▁m3,貯水量,1,crowd,1,"[-0.05427025258541107, 0.8916060924530029, -0.9804535508155823]"
約60m,水深,0,crowd,1,"[0.09383541345596313, 0.5721129775047302, -0.7851102948188782]"
アースダム,成因,0,crowd,0,"[0.19738610088825226, 0.6212307810783386, -0.9191034436225891]"
北緯36.06806度,座標・緯度,0,annotator,0,"[-0.8412396907806396, -0.08627966046333313, 0.6339197754859924]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.05217820405960083, 0.7478237152099609, -0.8969228267669678]"
養殖,産業,0,crowd,0,"[0.4300764501094818, 0.5454763770103455, -1.121720314025879]"
藻類,植物,0,crowd,0,"[0.41443800926208496, 0.5716278553009033, -1.1504459381103516]"
湖,種類,1,crowd,1,"[0.24367572367191315, 0.8293486833572388, -1.2357245683670044]"
みぞろがいけ,別名,0,crowd,0,"[-0.062114596366882324, 0.8071157336235046, -0.7988156080245972]"
ゴリ,動物,1,crowd,1,"[0.4451107978820801, 0.552615225315094, -1.162473440170288]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.11609012633562088, 0.8755780458450317, -1.1383728981018066]"
下,所在地,0,crowd,0,"[0.21618901193141937, 0.883554995059967, -1.2608217000961304]"
湖,種類,1,crowd,1,"[0.1396678388118744, 0.7556554675102234, -1.044128179550171]"
タンチョウヅル,別名,0,crowd,0,"[0.07569628953933716, 0.6611483693122864, -0.8113124966621399]"
ドン川,流入・流出河川,1,crowd,1,"[0.015205073170363903, 0.7350092530250549, -0.8816718459129333]"
日本,国,0,crowd,0,"[0.10924571752548218, 0.8540474772453308, -1.1221897602081299]"
原,産業,0,crowd,0,"[0.23024919629096985, 0.9204316735267639, -1.3254011869430542]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.07836198061704636, 0.6977132558822632, -0.8618665933609009]"
蓼科山から北西,所在地,0,crowd,0,"[0.19605901837348938, 0.704982340335846, -1.0068047046661377]"
北緯34度55分46秒,島,0,annotator,0,"[-0.7896067500114441, -0.03184689208865166, 0.5144158005714417]"
カスピ海の奥,所在地,0,crowd,0,"[0.045033007860183716, 0.7715567946434021, -0.9212688207626343]"
トルコ,国,0,crowd,0,"[0.10094930231571198, 0.7939865589141846, -1.0422455072402954]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[-0.028297273442149162, 0.9991392493247986, -1.1077347993850708]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.25860053300857544, 0.7658467292785645, -1.145366907119751]"
