text,attribute,model prediction,model choise,answer,model output
白鳥,動物,1,system,1,"[0.6455549001693726, 0.4657000005245209, -1.2591007947921753]"
北緯43,島,1,system,0,"[0.5799597501754761, 0.19665420055389404, -0.8785267472267151]"
酸栄養湖,種類,1,crowd,1,"[0.2767481803894043, 0.8086398839950562, -1.1931636333465576]"
湖,種類,0,crowd,0,"[0.32119494676589966, 0.8362323045730591, -1.3045762777328491]"
ボリビアの,国内位置,0,crowd,0,"[0.11551402509212494, 0.6828312277793884, -0.8116121888160706]"
北緯36.37000度,座標・緯度,0,annotator,0,"[-0.7335375547409058, -0.1977195292711258, 0.7168835401535034]"
山,成因,0,crowd,0,"[0.21660706400871277, 0.6875438690185547, -0.9921590089797974]"
ティエンチ,別名,1,system,1,"[0.5700207352638245, 0.4097728133201599, -1.0786460638046265]"
淡水,水質（淡水・汽水）,0,system,1,"[0.591194748878479, 0.425510436296463, -1.1319700479507446]"
御菩薩池,別名,1,system,1,"[0.4291312098503113, 0.18486326932907104, -0.7130813598632812]"
36.59806,座標・緯度,0,crowd,0,"[0.2914634346961975, 0.9526507258415222, -1.3766282796859741]"
東経136度52分08秒,座標・経度,1,crowd,0,"[-0.44139933586120605, 0.10363781452178955, 0.10185954719781876]"
ホシハジロ,動物,1,system,1,"[0.593848705291748, 0.37653544545173645, -1.080547571182251]"
氷河湖,成因,1,crowd,1,"[0.3102746605873108, 0.640123188495636, -0.9775024056434631]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.17807434499263763, 0.9920065402984619, -1.2630863189697266]"
ため池百選,種類,0,crowd,0,"[-0.031316205859184265, 0.6931571960449219, -0.6406247019767761]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[-0.5033307075500488, 0.1758553683757782, 0.16869781911373138]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.15636655688285828, 0.7999481558799744, -1.0038052797317505]"
トゥルカナ湖に次いで北,所在地,0,annotator,0,"[-0.522706151008606, 0.006767763756215572, 0.3470809757709503]"
湖沼,種類,0,system,1,"[0.5811885595321655, 0.42329373955726624, -1.1220654249191284]"
東経130度55分52秒,幅,0,annotator,0,"[-0.6241210699081421, -0.036649469286203384, 0.37440040707588196]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[-0.7319759726524353, 0.08873862028121948, 0.3271635174751282]"
Lake▁Merom,動物,0,system,0,"[0.8022160530090332, 0.6098954677581787, -1.5724576711654663]"
ソウギョ,別名,0,system,0,"[0.596377432346344, 0.5031954050064087, -1.2218749523162842]"
北緯10.23250度,島,0,annotator,0,"[-0.6183893084526062, -0.12307390570640564, 0.5590055584907532]"
98.8756,幅,0,crowd,0,"[0.278288334608078, 0.8070640563964844, -1.1947824954986572]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.35698553919792175, 0.9956757426261902, -1.4920251369476318]"
しぶき氷,観光地,0,crowd,1,"[0.22174572944641113, 0.6043629050254822, -0.8356884121894836]"
北緯0度38分,座標・緯度,0,annotator,0,"[-0.6529263257980347, -0.0947912186384201, 0.4899008870124817]"
鴨川,流入・流出河川,1,system,0,"[0.508401095867157, 0.4985854923725128, -1.109682559967041]"
2.6845,座標・緯度,0,crowd,0,"[0.25297117233276367, 0.8506180644035339, -1.2059955596923828]"
11.90[1]▁km2,面積,1,crowd,1,"[0.8252491354942322, 1.2551701068878174, -2.3313181400299072]"
クビレミドロ,別名,0,crowd,0,"[0.48488304018974304, 0.5059081315994263, -1.0875860452651978]"
カヤツリグサ科,植物,0,crowd,0,"[0.2599913775920868, 0.6084842681884766, -0.8918414115905762]"
223万▁m3,貯水量,1,crowd,1,"[-0.01463865116238594, 0.8066007494926453, -0.8455713987350464]"
約60m,水深,0,crowd,1,"[0.29677218198776245, 0.45347458124160767, -0.8583753108978271]"
アースダム,成因,0,crowd,0,"[0.25907617807388306, 0.6070187091827393, -0.8895728588104248]"
北緯36.06806度,座標・緯度,0,annotator,0,"[-0.7065830826759338, -0.19376039505004883, 0.6864349246025085]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.05365671217441559, 0.7312920093536377, -0.7717127203941345]"
養殖,産業,1,system,0,"[0.5874865651130676, 0.44933703541755676, -1.1431256532669067]"
藻類,植物,0,system,0,"[0.5474831461906433, 0.4697380065917969, -1.130265712738037]"
湖,種類,1,crowd,1,"[0.36186933517456055, 0.7345221042633057, -1.2107477188110352]"
みぞろがいけ,別名,0,crowd,0,"[0.09464973211288452, 0.8190380334854126, -0.9034167528152466]"
ゴリ,動物,1,system,1,"[0.5498083829879761, 0.4376409947872162, -1.0966075658798218]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.2423284649848938, 0.7623773813247681, -1.1008185148239136]"
下,所在地,0,crowd,0,"[0.298885703086853, 0.7765493392944336, -1.1913527250289917]"
湖,種類,1,crowd,1,"[0.26484134793281555, 0.6673201322555542, -1.0321518182754517]"
タンチョウヅル,別名,0,crowd,0,"[0.2754570543766022, 0.6040861010551453, -0.9100478887557983]"
ドン川,流入・流出河川,1,crowd,1,"[0.16038338840007782, 0.6792482137680054, -0.9177655577659607]"
日本,国,0,crowd,0,"[0.24370291829109192, 0.7602425813674927, -1.0975650548934937]"
原,産業,0,crowd,0,"[0.3461895287036896, 0.8080626726150513, -1.2915539741516113]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.15759284794330597, 0.6321519017219543, -0.7907213568687439]"
蓼科山から北西,所在地,0,crowd,0,"[0.31996390223503113, 0.676520586013794, -1.0407925844192505]"
北緯34度55分46秒,島,0,annotator,0,"[-0.6651455163955688, -0.11814484000205994, 0.5579139590263367]"
カスピ海の奥,所在地,0,crowd,0,"[0.10617542266845703, 0.7276548147201538, -0.8456653952598572]"
トルコ,国,0,crowd,0,"[0.2364242821931839, 0.7464213967323303, -1.08787202835083]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.11642444133758545, 0.8527745604515076, -1.0380053520202637]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.3096936345100403, 0.6068152785301208, -0.9537724256515503]"
タヌキ,動物,1,system,1,"[0.6156017184257507, 0.36560001969337463, -1.0899888277053833]"
オオクチバス,別名,0,system,0,"[0.5523871779441833, 0.5232503414154053, -1.207076907157898]"
基本的にコンゴ共和国とコンゴ民主共和国の国境は川の中央,所在地,0,crowd,0,"[0.12639816105365753, 1.1237590312957764, -1.3324470520019531]"
