text,attribute,model prediction,model choise,answer,model output
東経145.35000度,座標・経度,0,annotator,0,"[0.03507061302661896, 0.339436411857605, 0.6254929900169373]"
石油産業,産業,0,crowd,1,"[0.12051670253276825, 0.7581357359886169, 0.12134755402803421]"
km最大水深7[1,周囲長,0,crowd,0,"[0.10427367687225342, 0.8239872455596924, 0.0717390924692154]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.21069879829883575, 0.6887784600257874, 0.10052276402711868]"
古代の火山噴火により流出河川が遮断されたため塩湖,成因,0,crowd,0,"[0.08909008651971817, 0.8309243321418762, 0.0799856036901474]"
北緯44度,島,0,crowd,0,"[0.1383521854877472, 0.746009886264801, 0.11563794314861298]"
ハクチョウ,動物,1,crowd,1,"[0.19057323038578033, 0.7096242904663086, 0.09980245679616928]"
228▁m,水深,0,crowd,0,"[0.14751669764518738, 0.7801166772842407, 0.07236658036708832]"
中華人民共和国,国,1,crowd,1,"[0.13021479547023773, 0.7901402711868286, 0.07964490354061127]"
38.633,座標・緯度,0,crowd,0,"[0.09729510545730591, 0.8413240909576416, 0.06138079985976219]"
水鳥,動物,0,crowd,0,"[0.19797295331954956, 0.7078149318695068, 0.0942121148109436]"
植物群落,構成する湖沼,0,crowd,0,"[0.13554105162620544, 0.7522550225257874, 0.11220385879278183]"
賀茂川,流入・流出河川,1,crowd,0,"[0.176131471991539, 0.7230995297431946, 0.1007690355181694]"
湖,種類,1,crowd,1,"[0.1213119700551033, 0.8069645762443542, 0.07172352075576782]"
滝ノ沢,流入・流出河川,1,crowd,1,"[0.1766546666622162, 0.7446529269218445, 0.07869243621826172]"
古墳,観光地,0,crowd,0,"[0.13873516023159027, 0.8168097138404846, 0.0444551482796669]"
アルゼンチン,国,0,crowd,0,"[0.13708913326263428, 0.7803004384040833, 0.08261043578386307]"
36.50083,座標・緯度,0,crowd,0,"[0.10837433487176895, 0.8253567218780518, 0.0662689134478569]"
渡り鳥,動物,0,crowd,0,"[0.1893554925918579, 0.7280529141426086, 0.08259162306785583]"
1982年,形成時期,0,crowd,0,"[0.12209223210811615, 0.7546018958091736, 0.12330590188503265]"
43.700,座標・緯度,0,crowd,0,"[0.16529181599617004, 0.7670820951461792, 0.06762610375881195]"
赤,構成する湖沼,0,crowd,0,"[0.12485430389642715, 0.7805328965187073, 0.09461279213428497]"
氷河湖,形成時期,0,crowd,0,"[0.1458486020565033, 0.7452071905136108, 0.10894423723220825]"
北緯28.933度,座標・緯度,0,annotator,0,"[0.04545160382986069, 0.3894752860069275, 0.5650731325149536]"
チャウバナガンガマウグ湖,別名,0,crowd,0,"[0.1310681402683258, 0.7788528800010681, 0.09007896482944489]"
8910111213141516171819上水道,周囲長,0,crowd,0,"[0.15758168697357178, 0.7230156064033508, 0.11940272152423859]"
)▁[3]水量12,成因,0,crowd,0,"[0.12696504592895508, 0.8431944251060486, 0.029840517789125443]"
140.25000,座標・経度,0,crowd,0,"[0.10816430300474167, 0.8318262696266174, 0.06000938266515732]"
Markermeer▁マルケルメーア,読み,0,crowd,0,"[0.16435056924819946, 0.7682547569274902, 0.06739471852779388]"
サワギキョウ,植物,0,crowd,1,"[0.19775716960430145, 0.7062689661979675, 0.0959739163517952]"
922▁ft,水面標高,0,crowd,1,"[0.15030984580516815, 0.7555372714996338, 0.09415285289287567]"
134.0939722,座標・経度,0,crowd,0,"[0.1331011950969696, 0.7735950350761414, 0.09330371767282486]"
オオセグロカモメ,別名,0,crowd,0,"[0.20058469474315643, 0.712837278842926, 0.08657797425985336]"
ショウジョウバカマ,植物,1,crowd,1,"[0.19858692586421967, 0.70833820104599, 0.09307483583688736]"
イラン,国,1,crowd,1,"[0.13297152519226074, 0.7654364705085754, 0.10159207880496979]"
4.0▁m,透明度,1,crowd,1,"[0.12002503126859665, 0.8003485202789307, 0.0796264186501503]"
ヌー,別名,0,crowd,0,"[0.191374734044075, 0.7203366160392761, 0.08828870952129364]"
"24,321,000▁エーカー・フィート",貯水量,0,crowd,1,"[0.13102291524410248, 0.8394001722335815, 0.02957693673670292]"
武藏小埼沼,別名,0,crowd,0,"[0.15345042943954468, 0.7554217576980591, 0.09112786501646042]"
バルカン半島,所在地,0,crowd,1,"[0.17567473649978638, 0.7419084310531616, 0.082416832447052]"
カナダ,国,1,crowd,0,"[0.13092590868473053, 0.795962929725647, 0.07311118394136429]"
キンクロハジロ,別名,0,crowd,0,"[0.19440212845802307, 0.7161345481872559, 0.08946333080530167]"
貯水池,種類,0,crowd,0,"[0.1914205700159073, 0.7190498113632202, 0.08952964097261429]"
瀬之波橋,橋・トンネル,0,crowd,0,"[0.11915572732686996, 0.770482063293457, 0.11036224663257599]"
南緯22度47分38秒,座標・緯度,0,annotator,0,"[0.04280893877148628, 0.3896797299385071, 0.5675113201141357]"
トルクメニ,湖岸の地域区分,0,crowd,0,"[0.18457937240600586, 0.731956958770752, 0.08346369117498398]"
8.1km,長さ,1,crowd,0,"[0.1485256850719452, 0.8099907040596008, 0.04148360341787338]"
水系,流入・流出河川,0,crowd,0,"[0.1266184002161026, 0.7875036597251892, 0.08587794750928879]"
430▁km,周囲長,0,crowd,1,"[0.16363351047039032, 0.7746878862380981, 0.06167856231331825]"
北緯38.633度,座標・緯度,0,annotator,0,"[0.03823911398649216, 0.34479832649230957, 0.6169625520706177]"
オシリスの湖,動物,0,crowd,0,"[0.10747131705284119, 0.7420600056648254, 0.15046866238117218]"
"マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ州,▁ティエラ・デル・フエゴ県",所在地,0,crowd,0,"[0.13332830369472504, 0.8184949159622192, 0.04817676544189453]"
93.7m,水面標高,1,crowd,1,"[0.12229049950838089, 0.8007276654243469, 0.0769817978143692]"
ビオビオ州トルパン東部,所在地,1,crowd,1,"[0.11654593795537949, 0.7758437395095825, 0.107610322535038]"
45ft,最大水深,0,crowd,1,"[0.11793935298919678, 0.8111836314201355, 0.07087701559066772]"
ニホンマムシ,別名,0,crowd,0,"[0.18891820311546326, 0.7232431769371033, 0.08783867955207825]"
性空上人が拓いたと言われる東霧島（つまきりしま）神社,名前の謂れ,0,crowd,0,"[0.1375643014907837, 0.8114651441574097, 0.05097053200006485]"
利根川,流入・流出河川,1,crowd,1,"[0.18469896912574768, 0.7119982242584229, 0.10330284386873245]"
ベニアマモ属,植物,0,crowd,0,"[0.16906622052192688, 0.7037305235862732, 0.12720324099063873]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[0.05805005133152008, 0.8089320659637451, 0.13301780819892883]"
Μοἵρις,動物,0,crowd,0,"[0.1217261552810669, 0.7667324542999268, 0.11154140532016754]"
無人島,島,0,crowd,0,"[0.17538824677467346, 0.7506622672080994, 0.07394949346780777]"
メダカ,別名,0,crowd,0,"[0.18156684935092926, 0.7298686504364014, 0.08856455981731415]"
東経138.56083度,座標・経度,0,annotator,0,"[0.04822021722793579, 0.3831142485141754, 0.5686655044555664]"
ふるさと広場,観光地,0,crowd,1,"[0.14318931102752686, 0.7384107708930969, 0.11839991807937622]"
支笏湖観光センター,観光地,1,crowd,1,"[0.13568781316280365, 0.7389755249023438, 0.12533661723136902]"
鬼怒川,流入・流出河川,0,crowd,0,"[0.18331895768642426, 0.7302789092063904, 0.08640210330486298]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[0.07059873640537262, 0.8805679082870483, 0.04883334040641785]"
グルジア,国,0,crowd,0,"[0.18333911895751953, 0.7425641417503357, 0.07409678399562836]"
松本市,所在地,0,crowd,0,"[0.11509266495704651, 0.7775848507881165, 0.10732245445251465]"
137.83472,座標・経度,1,crowd,0,"[0.1443222314119339, 0.7574585676193237, 0.09821920841932297]"
64.42000,島,0,crowd,0,"[0.10148775577545166, 0.8482952117919922, 0.05021706223487854]"
59.,座標・緯度,0,crowd,0,"[0.10777817666530609, 0.8126763105392456, 0.07954555004835129]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.11963270604610443, 0.785264253616333, 0.09510304778814316]"
21.033,座標・経度,0,crowd,0,"[0.10457178205251694, 0.8238263130187988, 0.07160196453332901]"
金精トンネル,橋・トンネル,0,crowd,0,"[0.12479942291975021, 0.7875703573226929, 0.08763020485639572]"
湖,種類,0,crowd,0,"[0.15770971775054932, 0.7399988174438477, 0.10229147970676422]"
東経13.792222度,座標・経度,0,annotator,0,"[0.042558737099170685, 0.3785894215106964, 0.5788518190383911]"
アメリカ合衆国,国,1,crowd,1,"[0.13449148833751678, 0.7885372042655945, 0.07697129994630814]"
東経137度50分36秒,座標・経度,0,annotator,0,"[0.05242365226149559, 0.41217100620269775, 0.5354052782058716]"
チョウザメ類,動物,0,crowd,1,"[0.1392848640680313, 0.7652043700218201, 0.09551072120666504]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.12044284492731094, 0.7679796814918518, 0.11157751083374023]"
"7,806ha",面積,0,crowd,0,"[0.10524002462625504, 0.8375864028930664, 0.05717352405190468]"
530m,最大水深,1,crowd,1,"[0.1301955133676529, 0.7598574757575989, 0.10994704067707062]"
佐濃,流入・流出河川,0,crowd,0,"[0.12679006159305573, 0.7859002351760864, 0.08730969578027725]"
40▁m,平均水深,1,crowd,1,"[0.11636265367269516, 0.8324928879737854, 0.05114440247416496]"
北緯28度56分,島,0,annotator,0,"[0.04544622078537941, 0.38416555523872375, 0.5703881978988647]"
北緯36度55分27秒,島,0,annotator,0,"[0.059494759887456894, 0.45748981833457947, 0.48301541805267334]"
137,座標・経度,0,crowd,0,"[0.18891248106956482, 0.7238708734512329, 0.08721669018268585]"
渡り鳥,動物,0,crowd,0,"[0.18340285122394562, 0.724517822265625, 0.092079296708107]"
幸魂大橋,橋・トンネル,1,crowd,1,"[0.1951279640197754, 0.7307576537132263, 0.07411442697048187]"
平池古墳群,観光地,0,crowd,0,"[0.05639999732375145, 0.544264018535614, 0.39933598041534424]"
コメ,産業,0,crowd,0,"[0.18681131303310394, 0.7392741441726685, 0.0739145278930664]"
水草,植物,0,crowd,0,"[0.1757982224225998, 0.7105365991592407, 0.1136651486158371]"
清久,観光地,0,crowd,0,"[0.20019158720970154, 0.7056374549865723, 0.09417103230953217]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.1448918581008911, 0.7261613011360168, 0.12894684076309204]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.10691851377487183, 0.7663707733154297, 0.12671072781085968]"
Hazar▁Denizi,別名,0,crowd,1,"[0.18041186034679413, 0.7771376967430115, 0.04245041310787201]"
グレンキャニオンダム,所在地,0,crowd,0,"[0.18789167702198029, 0.7222959399223328, 0.08981240540742874]"
泥炭地,種類,0,crowd,0,"[0.134073406457901, 0.7391424775123596, 0.126784086227417]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.09326978027820587, 0.8441188931465149, 0.06261130422353745]"
コアマモ,植物,0,crowd,0,"[0.20338459312915802, 0.7052173018455505, 0.09139808267354965]"
約300m,長さ,0,crowd,1,"[0.12881778180599213, 0.7402164936065674, 0.1309657096862793]"
タンチョウヅル,植物,0,crowd,0,"[0.14315597712993622, 0.7248944640159607, 0.13194958865642548]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.1180729940533638, 0.8640612959861755, 0.01786564663052559]"
梓川,流入・流出河川,0,crowd,0,"[0.19263049960136414, 0.7081890106201172, 0.09918052703142166]"
アイオス・アキリオス島,島,0,crowd,1,"[0.12184635549783707, 0.7692492604255676, 0.1089043840765953]"
北緯67.500度,座標・緯度,0,annotator,0,"[0.058398958295583725, 0.46887296438217163, 0.47272807359695435]"
イェータランド,所在地,0,crowd,1,"[0.18743719160556793, 0.7217372059822083, 0.09082558751106262]"
雲南省,別名,0,crowd,0,"[0.14222204685211182, 0.7512561678886414, 0.10652180761098862]"
小合溜,動物,0,crowd,0,"[0.12710179388523102, 0.7563783526420593, 0.11651985347270966]"
栄町,湖岸の地域区分,0,crowd,0,"[0.11955872178077698, 0.7383240461349487, 0.14211724698543549]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[0.05467504635453224, 0.5326711535453796, 0.41265374422073364]"
性,成因,0,crowd,0,"[0.11229415982961655, 0.8182411193847656, 0.06946467608213425]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.12850093841552734, 0.7693936824798584, 0.10210537165403366]"
西経111,座標・経度,0,crowd,0,"[0.14166316390037537, 0.7385245561599731, 0.11981233209371567]"
50▁km,幅,0,crowd,0,"[0.12211576849222183, 0.835211455821991, 0.042672786861658096]"
国立公園,公園,0,crowd,0,"[0.12849760055541992, 0.7596081495285034, 0.11189424246549606]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[0.13554596900939941, 0.7525399923324585, 0.1119140237569809]"
みどろいけ,動物,0,crowd,0,"[0.11613883823156357, 0.7824843525886536, 0.10137679427862167]"
カキツバタ[,別名,0,crowd,0,"[0.15885569155216217, 0.7561348676681519, 0.08500944077968597]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.09851279109716415, 0.8278613090515137, 0.07362589240074158]"
沼,種類,0,crowd,0,"[0.13669952750205994, 0.7774840593338013, 0.08581645041704178]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.09754622727632523, 0.8023037314414978, 0.10014999657869339]"
Türkçe,島,0,crowd,0,"[0.17808754742145538, 0.7283623218536377, 0.09355011582374573]"
美笛の滝,観光地,0,crowd,1,"[0.14507097005844116, 0.7552173733711243, 0.09971162676811218]"
ウミウチワ,動物,0,crowd,0,"[0.19037547707557678, 0.7320079803466797, 0.07761659473180771]"
養,産業,0,crowd,0,"[0.11081229895353317, 0.8228314518928528, 0.06635624915361404]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.14822673797607422, 0.7425795793533325, 0.10919364541769028]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[0.041146207600831985, 0.3701939582824707, 0.5886597633361816]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.08774682879447937, 0.8199166059494019, 0.0923365131020546]"
ヨシノボリ,別名,0,crowd,0,"[0.1791851967573166, 0.7119972705841064, 0.10881749540567398]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,0,crowd,0,"[0.1263788789510727, 0.861379861831665, 0.012241256423294544]"
エビモ,別名,0,crowd,0,"[0.19404417276382446, 0.6968563795089722, 0.10909945517778397]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[0.0919371023774147, 0.8310804963111877, 0.07698238641023636]"
鶴の舞橋,橋・トンネル,0,crowd,1,"[0.19121259450912476, 0.7194806933403015, 0.08930669724941254]"
ミネアポリス・セントポール,所在地,0,crowd,0,"[0.1854838877916336, 0.7177552580833435, 0.09676086157560349]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.09548255056142807, 0.8498950600624084, 0.05462239310145378]"
円墳,観光地,0,crowd,0,"[0.11476508527994156, 0.7612268924713135, 0.12400797009468079]"
木崎湖温泉,観光地,1,crowd,1,"[0.14253069460391998, 0.7270822525024414, 0.1303871124982834]"
工業,産業,0,crowd,0,"[0.12103615701198578, 0.8081451654434204, 0.07081874459981918]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.10190775990486145, 0.8777629137039185, 0.020329326391220093]"
桐生競艇場,動物,0,crowd,0,"[0.12822496891021729, 0.7466408610343933, 0.1251341700553894]"
北緯44度,座標・緯度,1,crowd,0,"[0.13707661628723145, 0.7378506660461426, 0.12507274746894836]"
ヒシ,植物,1,crowd,1,"[0.17700490355491638, 0.7166074514389038, 0.1063876673579216]"
北緯,座標・緯度,0,crowd,0,"[0.1818305104970932, 0.7318638563156128, 0.08630567044019699]"
ニジマス,別名,0,crowd,0,"[0.1895790547132492, 0.7124252915382385, 0.09799568355083466]"
24.1メートル,長さ,0,crowd,1,"[0.12857450544834137, 0.833433210849762, 0.03799222782254219]"
2～4▁m,平均水深,1,crowd,1,"[0.11471591144800186, 0.831779956817627, 0.05350415036082268]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.12562373280525208, 0.7490633726119995, 0.12531284987926483]"
ため池,種類,0,crowd,1,"[0.18436437845230103, 0.7215253114700317, 0.09411032497882843]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.07827428728342056, 0.8451405167579651, 0.07658522576093674]"
ニュージーランド,国,1,crowd,1,"[0.11662677675485611, 0.7996854782104492, 0.08368779718875885]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.13010835647583008, 0.7424779534339905, 0.12741366028785706]"
約249km2,面積,1,crowd,1,"[0.12144285440444946, 0.7360147833824158, 0.14254231750965118]"
119▁km,長さ,1,crowd,1,"[0.15761476755142212, 0.7849608659744263, 0.05742442607879639]"
シコット[,別名,0,crowd,0,"[0.17214258015155792, 0.7600929141044617, 0.06776449084281921]"
イグサ,植物,0,crowd,1,"[0.19911818206310272, 0.7126392126083374, 0.08824262768030167]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,0,crowd,0,"[0.1297149807214737, 0.8301243782043457, 0.040160611271858215]"
エネットビュルゲン,湖岸の地域区分,1,crowd,1,"[0.1951255202293396, 0.6982598304748535, 0.1066146269440651]"
ラント,国,0,crowd,0,"[0.1338125318288803, 0.7604075074195862, 0.10577993839979172]"
池,流入・流出河川,0,crowd,0,"[0.14809846878051758, 0.7761224508285522, 0.07577908039093018]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.14297349750995636, 0.7559335827827454, 0.10109293460845947]"
東経136.727278度,座標・経度,0,annotator,0,"[0.03894778713583946, 0.34659460186958313, 0.6144576072692871]"
三日月湖,種類,1,crowd,1,"[0.1344204843044281, 0.7615736126899719, 0.10400589555501938]"
ブレ,最大水深,0,crowd,0,"[0.19935069978237152, 0.7102271914482117, 0.09042207896709442]"
埼玉地区,所在地,1,crowd,0,"[0.13031895458698273, 0.770365297794342, 0.09931570291519165]"
塩沢堰,成因,0,crowd,0,"[0.15373343229293823, 0.739240825176239, 0.10702571272850037]"
白鳥,動物,0,crowd,1,"[0.18711641430854797, 0.739612877368927, 0.07327073067426682]"
北緯43,島,0,crowd,0,"[0.18631282448768616, 0.6810672879219055, 0.13261987268924713]"
酸栄養湖,種類,1,crowd,1,"[0.10591541230678558, 0.8050274848937988, 0.089057058095932]"
湖,種類,0,crowd,0,"[0.10526653379201889, 0.8312178254127502, 0.06351561099290848]"
ボリビアの,国内位置,0,crowd,0,"[0.1330273598432541, 0.7454289197921753, 0.1215437576174736]"
北緯36.37000度,座標・緯度,0,annotator,0,"[0.03905971348285675, 0.36217623949050903, 0.5987640023231506]"
山,成因,0,crowd,0,"[0.12236886471509933, 0.789474606513977, 0.08815651386976242]"
ティエンチ,別名,1,crowd,1,"[0.1884167343378067, 0.7006444931030273, 0.11093876510858536]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.19578905403614044, 0.712655246257782, 0.09155566245317459]"
御菩薩池,別名,0,crowd,1,"[0.20354489982128143, 0.6329469680786133, 0.16350817680358887]"
36.59806,座標・緯度,0,crowd,0,"[0.09558594226837158, 0.8439239859580994, 0.06049006059765816]"
東経136度52分08秒,座標・経度,1,crowd,0,"[0.0729069858789444, 0.5062508583068848, 0.42084211111068726]"
ホシハジロ,動物,0,crowd,1,"[0.2026684284210205, 0.6972401738166809, 0.10009139031171799]"
氷河湖,成因,1,crowd,1,"[0.14929182827472687, 0.7464362978935242, 0.10427184402942657]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.11119382083415985, 0.8327404260635376, 0.05606575310230255]"
ため池百選,種類,0,crowd,0,"[0.11878645420074463, 0.7291035652160645, 0.1521099954843521]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[0.06683693826198578, 0.5237985253334045, 0.4093645513057709]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.09961091727018356, 0.79024338722229, 0.11014572530984879]"
トゥルカナ湖に次いで北,所在地,0,annotator,0,"[0.06109324097633362, 0.4495183527469635, 0.48938843607902527]"
湖沼,種類,0,crowd,1,"[0.20823684334754944, 0.6876378059387207, 0.10412538796663284]"
東経130度55分52秒,幅,0,annotator,0,"[0.04697761684656143, 0.4178811311721802, 0.5351412892341614]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[0.05371333658695221, 0.46133869886398315, 0.48494797945022583]"
Lake▁Merom,動物,0,crowd,0,"[0.18228809535503387, 0.7658733129501343, 0.051838573068380356]"
ソウギョ,別名,0,crowd,0,"[0.17072400450706482, 0.7439743280410767, 0.08530166745185852]"
北緯10.23250度,島,0,annotator,0,"[0.05248551815748215, 0.4170544743537903, 0.5304600596427917]"
98.8756,幅,0,crowd,0,"[0.10991127789020538, 0.8187458515167236, 0.0713428258895874]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.09880603849887848, 0.8386617302894592, 0.0625322237610817]"
しぶき氷,観光地,0,crowd,1,"[0.15370813012123108, 0.7283773422241211, 0.11791452020406723]"
北緯0度38分,座標・緯度,0,annotator,0,"[0.06190584972500801, 0.45464223623275757, 0.4834519624710083]"
鴨川,流入・流出河川,0,crowd,0,"[0.18606361746788025, 0.728674054145813, 0.08526235073804855]"
2.6845,座標・緯度,0,crowd,0,"[0.0984468013048172, 0.8195583820343018, 0.08199478685855865]"
11.90[1]▁km2,面積,1,crowd,1,"[0.11646346747875214, 0.8631149530410767, 0.020421570166945457]"
クビレミドロ,別名,0,crowd,0,"[0.16943013668060303, 0.749467134475708, 0.08110274374485016]"
カヤツリグサ科,植物,0,crowd,0,"[0.14169752597808838, 0.7480867505073547, 0.1102157011628151]"
223万▁m3,貯水量,1,crowd,1,"[0.09997249394655228, 0.7661362290382385, 0.1338912695646286]"
約60m,水深,0,crowd,1,"[0.12902984023094177, 0.7438657283782959, 0.12710446119308472]"
アースダム,成因,0,crowd,0,"[0.15734639763832092, 0.7316451072692871, 0.11100850999355316]"
北緯36.06806度,座標・緯度,0,annotator,0,"[0.04463842883706093, 0.3905319571495056, 0.5648296475410461]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.13531990349292755, 0.7602521181106567, 0.10442797094583511]"
養殖,産業,0,crowd,0,"[0.19183802604675293, 0.7189139723777771, 0.08924798667430878]"
藻類,植物,0,crowd,0,"[0.18489953875541687, 0.7285511493682861, 0.08654927462339401]"
湖,種類,1,crowd,1,"[0.13342741131782532, 0.7987565398216248, 0.06781605631113052]"
みぞろがいけ,別名,0,crowd,0,"[0.11375955492258072, 0.7616143822669983, 0.1246260330080986]"
ゴリ,動物,1,crowd,1,"[0.1897653341293335, 0.7172552943229675, 0.09297935664653778]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.11011501401662827, 0.8091949224472046, 0.08069004118442535]"
下,所在地,0,crowd,0,"[0.13234610855579376, 0.7868553996086121, 0.08079849928617477]"
湖,種類,1,crowd,1,"[0.13365024328231812, 0.770620584487915, 0.09572919458150864]"
タンチョウヅル,別名,0,crowd,0,"[0.1501031368970871, 0.7269802689552307, 0.1229165643453598]"
ドン川,流入・流出河川,1,crowd,1,"[0.10881516337394714, 0.7808208465576172, 0.11036406457424164]"
日本,国,0,crowd,0,"[0.11291076987981796, 0.8130752444267273, 0.07401397824287415]"
原,産業,0,crowd,0,"[0.11553548276424408, 0.8249679803848267, 0.05949651077389717]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.13748322427272797, 0.7399813532829285, 0.12253537029027939]"
蓼科山から北西,所在地,0,crowd,0,"[0.15904630720615387, 0.746326744556427, 0.09462697803974152]"
北緯34度55分46秒,島,0,annotator,0,"[0.05133327096700668, 0.39965763688087463, 0.5490090250968933]"
カスピ海の奥,所在地,0,crowd,0,"[0.13896290957927704, 0.7588157057762146, 0.10222141444683075]"
トルコ,国,0,crowd,0,"[0.12085375189781189, 0.7938380837440491, 0.08530817925930023]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.09389664232730865, 0.8101911544799805, 0.09591221809387207]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.10986784845590591, 0.7784638404846191, 0.11166828870773315]"
