text,attribute,model prediction,model choise,answer,model output
北緯35度20分39秒,島,0,annotator,0,"[0.08474479615688324, 0.356926292181015, 0.5583289861679077]"
湖,種類,0,crowd,1,"[0.2330026924610138, 0.6896407604217529, 0.07735650986433029]"
ため池,種類,0,crowd,0,"[0.30268338322639465, 0.5972941517829895, 0.10002250969409943]"
人工湖,種類,0,crowd,1,"[0.2341420203447342, 0.6421806216239929, 0.12367729097604752]"
北緯40度44分46秒,島,0,annotator,0,"[0.08306707441806793, 0.3226248323917389, 0.5943080186843872]"
清久工業団地のほぼ,所在地,0,crowd,0,"[0.16265036165714264, 0.6265145540237427, 0.2108350545167923]"
京都市北区上賀茂深泥池町[1],所在地,0,crowd,0,"[0.20852646231651306, 0.7553072571754456, 0.036166273057460785]"
タモロコ,動物,1,crowd,1,"[0.30979472398757935, 0.6000518798828125, 0.09015340358018875]"
共和,国,0,crowd,0,"[0.22116832435131073, 0.6867612600326538, 0.09207041561603546]"
ロチェスター,湖岸の地域区分,1,crowd,1,"[0.3015134930610657, 0.6089463233947754, 0.08954022079706192]"
Hvítárlón,別名,0,crowd,1,"[0.30404120683670044, 0.6098172068595886, 0.08614154160022736]"
東経145.35000度,座標・経度,0,annotator,0,"[0.07943315804004669, 0.31317707896232605, 0.6073897480964661]"
石油産業,産業,0,crowd,1,"[0.20852379500865936, 0.6729748249053955, 0.11850140988826752]"
km最大水深7[1,周囲長,0,crowd,0,"[0.183905690908432, 0.7560126781463623, 0.06008157879114151]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.3354530334472656, 0.5666103363037109, 0.09793666005134583]"
古代の火山噴火により流出河川が遮断されたため塩湖,成因,0,crowd,0,"[0.1944427490234375, 0.7284958362579346, 0.07706142216920853]"
北緯44度,島,0,crowd,0,"[0.21666575968265533, 0.661914050579071, 0.12142018973827362]"
ハクチョウ,動物,1,crowd,1,"[0.32184621691703796, 0.5880905985832214, 0.09006322175264359]"
228▁m,水深,0,crowd,0,"[0.2376510053873062, 0.6780029535293579, 0.08434602618217468]"
中華人民共和国,国,1,crowd,1,"[0.22328351438045502, 0.6823239326477051, 0.0943925678730011]"
38.633,座標・緯度,0,crowd,0,"[0.17850534617900848, 0.7623894810676575, 0.059105128049850464]"
水鳥,動物,0,crowd,0,"[0.32160279154777527, 0.5761435627937317, 0.10225361585617065]"
植物群落,構成する湖沼,0,crowd,0,"[0.22610166668891907, 0.6628397107124329, 0.1110585555434227]"
賀茂川,流入・流出河川,1,crowd,0,"[0.32348203659057617, 0.5812534689903259, 0.0952644869685173]"
湖,種類,1,crowd,1,"[0.21852609515190125, 0.7025184035301208, 0.07895546406507492]"
滝ノ沢,流入・流出河川,1,crowd,1,"[0.31281089782714844, 0.6059040427207947, 0.08128509670495987]"
古墳,観光地,0,crowd,0,"[0.2300800383090973, 0.7195312976837158, 0.05038870498538017]"
アルゼンチン,国,0,crowd,0,"[0.23366518318653107, 0.6719884872436523, 0.0943463146686554]"
36.50083,座標・緯度,0,crowd,0,"[0.199282705783844, 0.7333233952522278, 0.06739388406276703]"
渡り鳥,動物,0,crowd,0,"[0.3185822367668152, 0.6000010967254639, 0.08141667395830154]"
1982年,形成時期,0,crowd,0,"[0.21974016726016998, 0.6500575542449951, 0.1302022784948349]"
43.700,座標・緯度,0,crowd,0,"[0.31244781613349915, 0.612886369228363, 0.07466579973697662]"
赤,構成する湖沼,0,crowd,0,"[0.21019259095191956, 0.6955081224441528, 0.09429927170276642]"
氷河湖,形成時期,0,crowd,0,"[0.23773351311683655, 0.6438020467758179, 0.11846444755792618]"
北緯28.933度,座標・緯度,0,annotator,0,"[0.09390011429786682, 0.35855385661125183, 0.5475460290908813]"
チャウバナガンガマウグ湖,別名,0,crowd,0,"[0.21437996625900269, 0.6927809119224548, 0.09283909946680069]"
8910111213141516171819上水道,周囲長,0,crowd,0,"[0.25008660554885864, 0.6393303275108337, 0.11058302223682404]"
)▁[3]水量12,成因,0,crowd,0,"[0.2168278843164444, 0.7526231408119202, 0.030548997223377228]"
140.25000,座標・経度,0,crowd,0,"[0.19422373175621033, 0.7459004521369934, 0.05987584963440895]"
Markermeer▁マルケルメーア,読み,0,crowd,0,"[0.2885288596153259, 0.6468334197998047, 0.06463766098022461]"
サワギキョウ,植物,0,crowd,1,"[0.31529346108436584, 0.5871186256408691, 0.0975879356265068]"
922▁ft,水面標高,0,crowd,1,"[0.23925919830799103, 0.6660988926887512, 0.09464187920093536]"
134.0939722,座標・経度,0,crowd,0,"[0.21528933942317963, 0.6908087134361267, 0.09390197694301605]"
オオセグロカモメ,別名,0,crowd,0,"[0.3323938846588135, 0.5850083827972412, 0.0825977623462677]"
ショウジョウバカマ,植物,1,crowd,1,"[0.324618935585022, 0.5810590982437134, 0.09432194381952286]"
イラン,国,1,crowd,1,"[0.2320542186498642, 0.6679872274398804, 0.09995856881141663]"
4.0▁m,透明度,1,crowd,1,"[0.20550191402435303, 0.7174410820007324, 0.07705704122781754]"
ヌー,別名,0,crowd,0,"[0.31726622581481934, 0.5886213779449463, 0.09411242604255676]"
"24,321,000▁エーカー・フィート",貯水量,0,crowd,1,"[0.2428574562072754, 0.727012574672699, 0.030129965394735336]"
武藏小埼沼,別名,0,crowd,0,"[0.25220823287963867, 0.6500614881515503, 0.09773030877113342]"
バルカン半島,所在地,0,crowd,1,"[0.2943323254585266, 0.619545042514801, 0.08612266927957535]"
カナダ,国,1,crowd,0,"[0.22535832226276398, 0.6976075768470764, 0.07703407853841782]"
キンクロハジロ,別名,0,crowd,0,"[0.3263399302959442, 0.5892240405082703, 0.08443601429462433]"
貯水池,種類,0,crowd,0,"[0.31947964429855347, 0.589214563369751, 0.09130578488111496]"
瀬之波橋,橋・トンネル,0,crowd,0,"[0.22020284831523895, 0.6660138368606567, 0.11378331482410431]"
南緯22度47分38秒,座標・緯度,0,annotator,0,"[0.08039821684360504, 0.3218851387500763, 0.5977165699005127]"
トルクメニ,湖岸の地域区分,0,crowd,0,"[0.3148558437824249, 0.5983694195747375, 0.08677469193935394]"
8.1km,長さ,1,crowd,0,"[0.2187727689743042, 0.7477086782455444, 0.03351859375834465]"
水系,流入・流出河川,0,crowd,0,"[0.21000051498413086, 0.7017108798027039, 0.08828869462013245]"
430▁km,周囲長,0,crowd,1,"[0.2659587860107422, 0.6706229448318481, 0.06341826170682907]"
北緯38.633度,座標・緯度,0,annotator,0,"[0.08440311998128891, 0.305385947227478, 0.6102109551429749]"
オシリスの湖,動物,0,crowd,0,"[0.1815195530653, 0.6684242486953735, 0.15005624294281006]"
"マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ州,▁ティエラ・デル・フエゴ県",所在地,0,crowd,0,"[0.20918871462345123, 0.739096999168396, 0.05171433091163635]"
93.7m,水面標高,1,crowd,1,"[0.21159616112709045, 0.7120523452758789, 0.07635149359703064]"
ビオビオ州トルパン東部,所在地,1,crowd,1,"[0.18008099496364594, 0.7088183760643005, 0.11110065877437592]"
45ft,最大水深,0,crowd,1,"[0.2169179767370224, 0.7089893817901611, 0.07409261912107468]"
ニホンマムシ,別名,0,crowd,0,"[0.3229660093784332, 0.5926594138145447, 0.08437453955411911]"
性空上人が拓いたと言われる東霧島（つまきりしま）神社,名前の謂れ,0,crowd,0,"[0.2699021100997925, 0.6747987270355225, 0.055299144238233566]"
利根川,流入・流出河川,1,crowd,1,"[0.29221969842910767, 0.6093194484710693, 0.09846087545156479]"
ベニアマモ属,植物,0,crowd,0,"[0.2665243148803711, 0.6068042516708374, 0.1266714632511139]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[0.11921866238117218, 0.770735502243042, 0.11004582792520523]"
Μοἵρις,動物,0,crowd,0,"[0.21423809230327606, 0.6811005473136902, 0.10466136038303375]"
無人島,島,0,crowd,0,"[0.28781163692474365, 0.630519449710846, 0.0816688984632492]"
メダカ,別名,0,crowd,0,"[0.31522059440612793, 0.5944594740867615, 0.0903199315071106]"
東経138.56083度,座標・経度,0,annotator,0,"[0.09067919105291367, 0.31940755248069763, 0.5899131894111633]"
ふるさと広場,観光地,0,crowd,1,"[0.22883254289627075, 0.6517432332038879, 0.1194242462515831]"
支笏湖観光センター,観光地,1,crowd,1,"[0.2153569906949997, 0.6675282716751099, 0.11711474508047104]"
鬼怒川,流入・流出河川,0,crowd,0,"[0.30696001648902893, 0.6088859438896179, 0.08415403962135315]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[0.1438918560743332, 0.8106590509414673, 0.0454491563141346]"
グルジア,国,0,crowd,0,"[0.3042086064815521, 0.626935601234436, 0.06885580718517303]"
松本市,所在地,0,crowd,0,"[0.20003162324428558, 0.6973837018013, 0.10258463025093079]"
137.83472,座標・経度,1,crowd,0,"[0.22488659620285034, 0.6759130358695984, 0.09920041263103485]"
64.42000,島,0,crowd,0,"[0.1832641065120697, 0.7658523321151733, 0.05088355392217636]"
59.,座標・緯度,0,crowd,0,"[0.1944761425256729, 0.7364885210990906, 0.06903532892465591]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.20627880096435547, 0.6980046033859253, 0.09571658074855804]"
21.033,座標・経度,0,crowd,0,"[0.19002339243888855, 0.7390866279602051, 0.07088993489742279]"
金精トンネル,橋・トンネル,0,crowd,0,"[0.1829414665699005, 0.7265778183937073, 0.09048077464103699]"
湖,種類,0,crowd,0,"[0.2520352602005005, 0.6404958367347717, 0.10746888071298599]"
東経13.792222度,座標・経度,0,annotator,0,"[0.08592002838850021, 0.327877402305603, 0.5862025618553162]"
アメリカ合衆国,国,1,crowd,1,"[0.2216886281967163, 0.6965356469154358, 0.08177574723958969]"
東経137度50分36秒,座標・経度,0,annotator,0,"[0.09908755123615265, 0.3565909266471863, 0.5443215370178223]"
チョウザメ類,動物,0,crowd,1,"[0.21911513805389404, 0.6802182197570801, 0.10066665709018707]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.21128222346305847, 0.6659777760505676, 0.1227400004863739]"
"7,806ha",面積,0,crowd,0,"[0.19620825350284576, 0.7440196871757507, 0.059772003442049026]"
530m,最大水深,1,crowd,1,"[0.2065781056880951, 0.6845420002937317, 0.10887990891933441]"
佐濃,流入・流出河川,0,crowd,0,"[0.224158376455307, 0.6920866966247559, 0.08375487476587296]"
40▁m,平均水深,1,crowd,1,"[0.2042308896780014, 0.7450824975967407, 0.05068662390112877]"
北緯28度56分,島,0,annotator,0,"[0.08701294660568237, 0.32387033104896545, 0.5891167521476746]"
北緯36度55分27秒,島,0,annotator,0,"[0.10932979732751846, 0.38226574659347534, 0.5084044337272644]"
137,座標・経度,0,crowd,0,"[0.31675609946250916, 0.5987139344215393, 0.08452994376420975]"
渡り鳥,動物,0,crowd,0,"[0.3024809658527374, 0.6102563142776489, 0.08726265281438828]"
幸魂大橋,橋・トンネル,1,crowd,1,"[0.33346033096313477, 0.592043936252594, 0.07449574768543243]"
平池古墳群,観光地,0,crowd,0,"[0.1213354840874672, 0.4669027328491211, 0.41176173090934753]"
コメ,産業,0,crowd,0,"[0.3093518018722534, 0.608974039554596, 0.08167415857315063]"
水草,植物,0,crowd,0,"[0.2899094820022583, 0.5947596430778503, 0.11533088237047195]"
清久,観光地,0,crowd,0,"[0.3366132974624634, 0.5736501216888428, 0.08973655104637146]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.23633973300457, 0.6419246196746826, 0.1217355951666832]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.1882101595401764, 0.6731218099594116, 0.13866809010505676]"
Hazar▁Denizi,別名,0,crowd,1,"[0.31847327947616577, 0.642532467842102, 0.03899424895644188]"
グレンキャニオンダム,所在地,0,crowd,0,"[0.31260350346565247, 0.5996551513671875, 0.08774132281541824]"
泥炭地,種類,0,crowd,0,"[0.21670271456241608, 0.6589511632919312, 0.12434610724449158]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.18612723052501678, 0.7545031309127808, 0.059369586408138275]"
コアマモ,植物,0,crowd,0,"[0.34039393067359924, 0.5732502341270447, 0.0863557979464531]"
約300m,長さ,0,crowd,1,"[0.24184267222881317, 0.6206991672515869, 0.1374581754207611]"
タンチョウヅル,植物,0,crowd,0,"[0.23078159987926483, 0.6490762233734131, 0.1201421469449997]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.22302782535552979, 0.7601344585418701, 0.016837725415825844]"
梓川,流入・流出河川,0,crowd,0,"[0.3027176558971405, 0.5991259217262268, 0.09815644472837448]"
アイオス・アキリオス島,島,0,crowd,1,"[0.20244531333446503, 0.6832594871520996, 0.11429520696401596]"
北緯67.500度,座標・緯度,0,annotator,0,"[0.10533642768859863, 0.38114750385284424, 0.5135160088539124]"
イェータランド,所在地,0,crowd,1,"[0.3129141628742218, 0.6001952886581421, 0.08689050376415253]"
雲南省,別名,0,crowd,0,"[0.22031442821025848, 0.6669265031814575, 0.1127590537071228]"
小合溜,動物,0,crowd,0,"[0.2138001173734665, 0.6923196911811829, 0.09388022124767303]"
栄町,湖岸の地域区分,0,crowd,0,"[0.20822490751743317, 0.6441610455513, 0.1476140171289444]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[0.11352831870317459, 0.49490979313850403, 0.3915618360042572]"
性,成因,0,crowd,0,"[0.1920306235551834, 0.7343912720680237, 0.0735781341791153]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.22030021250247955, 0.6708539128303528, 0.10884591192007065]"
西経111,座標・経度,0,crowd,0,"[0.209907665848732, 0.6731442809104919, 0.11694809794425964]"
50▁km,幅,0,crowd,0,"[0.22907012701034546, 0.7238519787788391, 0.04707790166139603]"
国立公園,公園,0,crowd,0,"[0.21552199125289917, 0.654582679271698, 0.12989535927772522]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[0.21420149505138397, 0.6723665595054626, 0.11343193054199219]"
みどろいけ,動物,0,crowd,0,"[0.21787866950035095, 0.6769973039627075, 0.10512402653694153]"
カキツバタ[,別名,0,crowd,0,"[0.2581528127193451, 0.653974175453186, 0.08787304908037186]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.17507609724998474, 0.7547644972801208, 0.07015937566757202]"
沼,種類,0,crowd,0,"[0.23472724854946136, 0.67588210105896, 0.08939060568809509]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.1785261034965515, 0.7305527329444885, 0.09092117846012115]"
Türkçe,島,0,crowd,0,"[0.30365827679634094, 0.6059939861297607, 0.09034773707389832]"
美笛の滝,観光地,0,crowd,1,"[0.24307140707969666, 0.6562299132347107, 0.10069863498210907]"
ウミウチワ,動物,0,crowd,0,"[0.32545915246009827, 0.5897356271743774, 0.0848051905632019]"
養,産業,0,crowd,0,"[0.2023635059595108, 0.7309771180152893, 0.06665938347578049]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.22033247351646423, 0.6633672714233398, 0.11630022525787354]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[0.08439093828201294, 0.32650476694107056, 0.5891042947769165]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.20072290301322937, 0.7118452787399292, 0.08743178844451904]"
ヨシノボリ,別名,0,crowd,0,"[0.30413907766342163, 0.5966257452964783, 0.09923514723777771]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,0,crowd,0,"[0.25403016805648804, 0.7328209280967712, 0.013148858211934566]"
エビモ,別名,0,crowd,0,"[0.30594271421432495, 0.5914561748504639, 0.10260111093521118]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[0.1728208065032959, 0.751611053943634, 0.07556808739900589]"
鶴の舞橋,橋・トンネル,0,crowd,1,"[0.3231971263885498, 0.5947328209877014, 0.08207008242607117]"
ミネアポリス・セントポール,所在地,0,crowd,0,"[0.31648382544517517, 0.588681697845459, 0.09483446180820465]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.17536181211471558, 0.7681717276573181, 0.056466441601514816]"
円墳,観光地,0,crowd,0,"[0.21328964829444885, 0.6693829894065857, 0.11732733994722366]"
木崎湖温泉,観光地,1,crowd,1,"[0.22405514121055603, 0.6508133411407471, 0.12513147294521332]"
工業,産業,0,crowd,0,"[0.21169090270996094, 0.7094224095344543, 0.07888664305210114]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.21547210216522217, 0.7641381025314331, 0.02038978599011898]"
桐生競艇場,動物,0,crowd,0,"[0.19878843426704407, 0.6684304475784302, 0.13278113305568695]"
北緯44度,座標・緯度,1,crowd,0,"[0.20700407028198242, 0.661048412322998, 0.13194745779037476]"
ヒシ,植物,1,crowd,1,"[0.2982373833656311, 0.6001465916633606, 0.10161597281694412]"
北緯,座標・緯度,0,crowd,0,"[0.3125380873680115, 0.6033688187599182, 0.08409304916858673]"
ニジマス,別名,0,crowd,0,"[0.3101511299610138, 0.5960684418678284, 0.09378044307231903]"
24.1メートル,長さ,0,crowd,1,"[0.21624894440174103, 0.7443468570709229, 0.039404209703207016]"
2～4▁m,平均水深,1,crowd,1,"[0.23156112432479858, 0.7148423194885254, 0.053596578538417816]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.22488641738891602, 0.6400538086891174, 0.13505978882312775]"
ため池,種類,0,crowd,1,"[0.30754464864730835, 0.6000629663467407, 0.09239240735769272]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.17027591168880463, 0.7552430629730225, 0.07448101043701172]"
ニュージーランド,国,1,crowd,1,"[0.19987307488918304, 0.7160241007804871, 0.08410285413265228]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.20708170533180237, 0.6746155023574829, 0.11830271780490875]"
約249km2,面積,1,crowd,1,"[0.22352461516857147, 0.6442480087280273, 0.1322273463010788]"
119▁km,長さ,1,crowd,1,"[0.253507524728775, 0.6834971308708191, 0.0629952922463417]"
シコット[,別名,0,crowd,0,"[0.2745794951915741, 0.6533621549606323, 0.07205840945243835]"
イグサ,植物,0,crowd,1,"[0.3218522369861603, 0.6010019183158875, 0.07714581489562988]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,0,crowd,0,"[0.25284048914909363, 0.698000967502594, 0.04915853217244148]"
エネットビュルゲン,湖岸の地域区分,1,crowd,1,"[0.3186359107494354, 0.5777098536491394, 0.10365421324968338]"
ラント,国,0,crowd,0,"[0.2181938886642456, 0.6693111658096313, 0.11249490082263947]"
池,流入・流出河川,0,crowd,0,"[0.24982474744319916, 0.6781755685806274, 0.0719996839761734]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.22643929719924927, 0.6685768365859985, 0.10498382896184921]"
東経136.727278度,座標・経度,0,annotator,0,"[0.08174429088830948, 0.30037084221839905, 0.6178848147392273]"
三日月湖,種類,1,crowd,1,"[0.2221991866827011, 0.6711528301239014, 0.10664801299571991]"
ブレ,最大水深,0,crowd,0,"[0.31453442573547363, 0.5970041155815125, 0.0884614959359169]"
埼玉地区,所在地,1,crowd,0,"[0.21573643386363983, 0.689751923084259, 0.09451160579919815]"
塩沢堰,成因,0,crowd,0,"[0.2540988624095917, 0.6390222907066345, 0.1068788468837738]"
白鳥,動物,0,crowd,1,"[0.3160455524921417, 0.6020928621292114, 0.08186160027980804]"
北緯43,島,0,crowd,0,"[0.32613322138786316, 0.5403618216514587, 0.1335049569606781]"
酸栄養湖,種類,1,crowd,1,"[0.20365551114082336, 0.7042807340621948, 0.0920637771487236]"
湖,種類,0,crowd,0,"[0.2033374309539795, 0.7353945970535278, 0.06126799434423447]"
ボリビアの,国内位置,0,crowd,0,"[0.21495792269706726, 0.6574639081954956, 0.1275782287120819]"
北緯36.37000度,座標・緯度,0,annotator,0,"[0.09062667191028595, 0.3475363850593567, 0.5618369579315186]"
山,成因,0,crowd,0,"[0.2155257910490036, 0.6918652653694153, 0.0926089957356453]"
ティエンチ,別名,1,crowd,1,"[0.31292036175727844, 0.5821906328201294, 0.10488905012607574]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.3367282748222351, 0.5807062983512878, 0.08256544917821884]"
御菩薩池,別名,0,crowd,1,"[0.3238546848297119, 0.5193132758140564, 0.1568320244550705]"
36.59806,座標・緯度,0,crowd,0,"[0.1781599372625351, 0.7567715048789978, 0.06506849080324173]"
東経136度52分08秒,座標・経度,1,crowd,0,"[0.14704382419586182, 0.4796765148639679, 0.37327972054481506]"
ホシハジロ,動物,0,crowd,1,"[0.32827484607696533, 0.5723040103912354, 0.09942113608121872]"
氷河湖,成因,1,crowd,1,"[0.23325765132904053, 0.6564500331878662, 0.11029230803251266]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.18746694922447205, 0.7527022361755371, 0.059830840677022934]"
ため池百選,種類,0,crowd,0,"[0.17648962140083313, 0.6693834662437439, 0.1541268527507782]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[0.13767217099666595, 0.529107391834259, 0.3332204222679138]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.18538659811019897, 0.7151495218276978, 0.09946393221616745]"
トゥルカナ湖に次いで北,所在地,0,annotator,0,"[0.10916590690612793, 0.3792876601219177, 0.5115464329719543]"
湖沼,種類,0,crowd,1,"[0.32670271396636963, 0.5783318877220154, 0.0949653685092926]"
東経130度55分52秒,幅,0,annotator,0,"[0.11084549874067307, 0.3896193504333496, 0.4995351731777191]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[0.11206883937120438, 0.4426781237125397, 0.44525307416915894]"
Lake▁Merom,動物,0,crowd,0,"[0.31319719552993774, 0.6408702731132507, 0.045932505279779434]"
ソウギョ,別名,0,crowd,0,"[0.31247398257255554, 0.6052737236022949, 0.08225228637456894]"
北緯10.23250度,島,0,annotator,0,"[0.10195433348417282, 0.37334775924682617, 0.5246978998184204]"
98.8756,幅,0,crowd,0,"[0.1995823085308075, 0.724190354347229, 0.07622736692428589]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.17886994779109955, 0.7559568285942078, 0.0651731863617897]"
しぶき氷,観光地,0,crowd,1,"[0.23802518844604492, 0.6433566808700562, 0.11861813068389893]"
北緯0度38分,座標・緯度,0,annotator,0,"[0.10581164807081223, 0.38437291979789734, 0.509815514087677]"
鴨川,流入・流出河川,0,crowd,0,"[0.29540082812309265, 0.6189054250717163, 0.08569373935461044]"
2.6845,座標・緯度,0,crowd,0,"[0.18625107407569885, 0.736302375793457, 0.0774465873837471]"
11.90[1]▁km2,面積,1,crowd,1,"[0.22213026881217957, 0.7599120736122131, 0.017957614734768867]"
クビレミドロ,別名,0,crowd,0,"[0.2951326072216034, 0.6189473271369934, 0.08592004328966141]"
カヤツリグサ科,植物,0,crowd,0,"[0.24115905165672302, 0.6539085507392883, 0.10493242740631104]"
223万▁m3,貯水量,1,crowd,1,"[0.16355985403060913, 0.7188458442687988, 0.11759434640407562]"
約60m,水深,0,crowd,1,"[0.23352645337581635, 0.6294927000999451, 0.1369808316230774]"
アースダム,成因,0,crowd,0,"[0.2562970519065857, 0.6340372562408447, 0.10966577380895615]"
北緯36.06806度,座標・緯度,0,annotator,0,"[0.08906301856040955, 0.33538222312927246, 0.5755547285079956]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.2250528633594513, 0.6634917259216309, 0.11145545542240143]"
養殖,産業,0,crowd,0,"[0.3070213496685028, 0.6061586737632751, 0.08681993931531906]"
藻類,植物,0,crowd,0,"[0.312215119600296, 0.6035997271537781, 0.08418520539999008]"
湖,種類,1,crowd,1,"[0.2273370772600174, 0.6935354471206665, 0.0791274830698967]"
みぞろがいけ,別名,0,crowd,0,"[0.19848495721817017, 0.6820651888847351, 0.11944983154535294]"
ゴリ,動物,1,crowd,1,"[0.3102152943611145, 0.6024451851844788, 0.08733956515789032]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.2018778771162033, 0.7164337635040283, 0.08168835192918777]"
下,所在地,0,crowd,0,"[0.22112300992012024, 0.7023979425430298, 0.07647906243801117]"
湖,種類,1,crowd,1,"[0.22812438011169434, 0.6729277968406677, 0.09894783794879913]"
タンチョウヅル,別名,0,crowd,0,"[0.24785937368869781, 0.6367784142494202, 0.11536219716072083]"
ドン川,流入・流出河川,1,crowd,1,"[0.1975223869085312, 0.6862382888793945, 0.11623931676149368]"
日本,国,0,crowd,0,"[0.19428253173828125, 0.7364111542701721, 0.0693063735961914]"
原,産業,0,crowd,0,"[0.20852458477020264, 0.7238511443138123, 0.0676243007183075]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.21906495094299316, 0.6512014865875244, 0.12973353266716003]"
蓼科山から北西,所在地,0,crowd,0,"[0.23985494673252106, 0.6603471636772156, 0.09979793429374695]"
北緯34度55分46秒,島,0,annotator,0,"[0.0932958647608757, 0.3305876851081848, 0.5761164426803589]"
カスピ海の奥,所在地,0,crowd,0,"[0.21141551434993744, 0.6807412505149841, 0.10784321278333664]"
トルコ,国,0,crowd,0,"[0.21931442618370056, 0.6972590684890747, 0.08342646807432175]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.17536017298698425, 0.7338687777519226, 0.09077106416225433]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.23238831758499146, 0.6658053994178772, 0.10180630534887314]"
