text,attribute,model prediction,model choise,answer,model output
ハクチョウ,動物,1,system,1,"[0.675518274307251, 0.24504339694976807, -1.1234631538391113]"
228▁m,水深,0,crowd,0,"[0.4543740153312683, 0.5989944338798523, -1.258593201637268]"
中華人民共和国,国,1,crowd,1,"[0.35294246673583984, 0.5766213536262512, -1.0529755353927612]"
38.633,座標・緯度,0,crowd,0,"[0.4375423789024353, 0.7965866923332214, -1.4357898235321045]"
水鳥,動物,0,system,0,"[0.6275414824485779, 0.29484832286834717, -1.1191976070404053]"
植物群落,構成する湖沼,0,crowd,0,"[0.2753792405128479, 0.47221654653549194, -0.8837082982063293]"
賀茂川,流入・流出河川,1,system,0,"[0.5577017664909363, 0.264946311712265, -1.00518798828125]"
湖,種類,1,crowd,1,"[0.4410009980201721, 0.7076725959777832, -1.29697847366333]"
滝ノ沢,流入・流出河川,0,system,1,"[0.7037807106971741, 0.31142711639404297, -1.2195353507995605]"
古墳,観光地,0,crowd,0,"[0.5953684449195862, 0.7017308473587036, -1.4838063716888428]"
アルゼンチン,国,0,crowd,0,"[0.36166098713874817, 0.5740900039672852, -1.0642670392990112]"
36.50083,座標・緯度,0,crowd,0,"[0.42551958560943604, 0.7988595962524414, -1.446702241897583]"
渡り鳥,動物,1,system,0,"[0.6426292061805725, 0.2716606855392456, -1.1216506958007812]"
1982年,形成時期,0,crowd,0,"[0.24613335728645325, 0.4165327847003937, -0.8031666874885559]"
43.700,座標・緯度,0,system,0,"[0.8031216859817505, 0.22970423102378845, -1.2088180780410767]"
赤,構成する湖沼,0,crowd,0,"[0.334148108959198, 0.5648552775382996, -1.022459864616394]"
氷河湖,形成時期,0,crowd,0,"[0.2732056677341461, 0.5074387192726135, -0.9297624230384827]"
北緯28.933度,座標・緯度,0,annotator,0,"[-0.6441100835800171, -0.37088853120803833, 0.5123592019081116]"
チャウバナガンガマウグ湖,別名,0,crowd,0,"[0.2414921224117279, 0.5885804295539856, -0.9849840402603149]"
8910111213141516171819上水道,周囲長,0,crowd,0,"[0.33020728826522827, 0.44781139492988586, -0.9341573715209961]"
)▁[3]水量12,成因,0,crowd,0,"[0.6810839176177979, 1.0380690097808838, -2.0864107608795166]"
140.25000,座標・経度,0,crowd,0,"[0.44717493653297424, 0.779710054397583, -1.4589449167251587]"
Markermeer▁マルケルメーア,読み,1,system,0,"[0.7628326416015625, 0.4420609474182129, -1.4612075090408325]"
サワギキョウ,植物,1,system,1,"[0.7070325016975403, 0.24441230297088623, -1.1691060066223145]"
922▁ft,水面標高,0,crowd,1,"[0.3238551914691925, 0.5574170351028442, -1.0407633781433105]"
134.0939722,座標・経度,0,crowd,0,"[0.23316055536270142, 0.6326630115509033, -1.0177581310272217]"
オオセグロカモメ,別名,0,system,0,"[0.7549143433570862, 0.2715069353580475, -1.2539761066436768]"
ショウジョウバカマ,植物,0,system,1,"[0.6204099059104919, 0.24315066635608673, -1.0527416467666626]"
イラン,国,1,crowd,1,"[0.3399246037006378, 0.5161563158035278, -0.9709869623184204]"
4.0▁m,透明度,1,crowd,1,"[0.3990437686443329, 0.6438694000244141, -1.2621004581451416]"
ヌー,別名,0,system,0,"[0.7346716523170471, 0.2545708417892456, -1.1991703510284424]"
"24,321,000▁エーカー・フィート",貯水量,0,crowd,1,"[0.6983746290206909, 0.9204732179641724, -1.9888169765472412]"
武藏小埼沼,別名,0,crowd,0,"[0.3981081545352936, 0.5103237628936768, -1.090686321258545]"
バルカン半島,所在地,1,system,1,"[0.581567108631134, 0.3615599572658539, -1.1358598470687866]"
カナダ,国,1,crowd,0,"[0.4589223861694336, 0.6462433934211731, -1.263707160949707]"
キンクロハジロ,別名,0,system,0,"[0.6575158834457397, 0.2867079973220825, -1.1468135118484497]"
貯水池,種類,1,system,0,"[0.7156551480293274, 0.286540150642395, -1.2128314971923828]"
瀬之波橋,橋・トンネル,0,crowd,0,"[0.3356195390224457, 0.4707499146461487, -0.9791609644889832]"
南緯22度47分38秒,座標・緯度,0,annotator,0,"[-0.6778808236122131, -0.19867752492427826, 0.38500162959098816]"
トルクメニ,湖岸の地域区分,1,system,0,"[0.6625757813453674, 0.34513381123542786, -1.2137335538864136]"
8.1km,長さ,1,crowd,0,"[0.598098635673523, 0.977130651473999, -1.922013759613037]"
水系,流入・流出河川,0,crowd,0,"[0.40920767188072205, 0.6202465295791626, -1.1674566268920898]"
430▁km,周囲長,0,system,1,"[0.5776498913764954, 0.5561941266059875, -1.3685252666473389]"
北緯38.633度,座標・緯度,0,annotator,0,"[-0.6401140093803406, -0.45802760124206543, 0.5777257680892944]"
オシリスの湖,動物,0,crowd,0,"[0.03295040875673294, 0.5780123472213745, -0.7251765131950378]"
"マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ州,▁ティエラ・デル・フエゴ県",所在地,0,crowd,0,"[0.3616791367530823, 0.8161921501159668, -1.4132661819458008]"
93.7m,水面標高,1,crowd,1,"[0.4147546887397766, 0.7604756355285645, -1.4340238571166992]"
ビオビオ州トルパン東部,所在地,1,crowd,1,"[0.1354677379131317, 0.6749565601348877, -0.9464223980903625]"
45ft,最大水深,0,crowd,1,"[0.38366806507110596, 0.6395841836929321, -1.2291619777679443]"
ニホンマムシ,別名,0,system,0,"[0.6573274731636047, 0.28519773483276367, -1.1492952108383179]"
性空上人が拓いたと言われる東霧島（つまきりしま）神社,名前の謂れ,1,system,0,"[0.7143888473510742, 0.5004037618637085, -1.460907220840454]"
利根川,流入・流出河川,0,system,1,"[0.6576937437057495, 0.2918829917907715, -1.1517386436462402]"
ベニアマモ属,植物,0,system,0,"[0.3783547580242157, 0.3020835816860199, -0.8096427917480469]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[-0.034923866391181946, 0.8485952615737915, -1.001168966293335]"
Μοἵρις,動物,0,crowd,0,"[0.25030335783958435, 0.4857010245323181, -0.8839479684829712]"
無人島,島,1,system,0,"[0.7018887400627136, 0.3091262876987457, -1.2092214822769165]"
メダカ,別名,0,system,0,"[0.6860111951828003, 0.2605760395526886, -1.1497962474822998]"
東経138.56083度,座標・経度,0,annotator,0,"[-0.6221298575401306, -0.38720443844795227, 0.5221606492996216]"
ふるさと広場,観光地,0,crowd,1,"[0.25972065329551697, 0.4711230397224426, -0.8599941730499268]"
支笏湖観光センター,観光地,1,crowd,1,"[0.1366080641746521, 0.5614302754402161, -0.805895209312439]"
鬼怒川,流入・流出河川,1,system,0,"[0.6834576725959778, 0.34353211522102356, -1.2413380146026611]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[0.08929450809955597, 1.1029359102249146, -1.422571063041687]"
グルジア,国,1,system,0,"[0.7353278994560242, 0.33727890253067017, -1.2958908081054688]"
松本市,所在地,0,crowd,0,"[0.2682587802410126, 0.5936765074729919, -1.0483909845352173]"
137.83472,座標・経度,1,crowd,0,"[0.26137468218803406, 0.5905461311340332, -1.0097906589508057]"
64.42000,島,0,crowd,0,"[0.461785227060318, 0.9499490857124329, -1.6562787294387817]"
59.,座標・緯度,0,crowd,0,"[0.35283127427101135, 0.7822173237800598, -1.3415577411651611]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.28620457649230957, 0.5803072452545166, -1.0368938446044922]"
21.033,座標・経度,0,crowd,0,"[0.37456226348876953, 0.7665926218032837, -1.3352360725402832]"
金精トンネル,橋・トンネル,0,crowd,0,"[0.18605352938175201, 0.7135137915611267, -1.0994324684143066]"
湖,種類,0,crowd,0,"[0.3796548843383789, 0.4311281442642212, -0.9524585008621216]"
東経13.792222度,座標・経度,0,annotator,0,"[-0.6867908835411072, -0.37706077098846436, 0.5393714308738708]"
アメリカ合衆国,国,1,crowd,1,"[0.40480664372444153, 0.6510369777679443, -1.2021899223327637]"
東経137度50分36秒,座標・経度,0,annotator,0,"[-0.6607875823974609, -0.3645462393760681, 0.49861785769462585]"
チョウザメ類,動物,0,crowd,1,"[0.36689141392707825, 0.5024771690368652, -1.0294053554534912]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.2576441466808319, 0.47126007080078125, -0.8797550201416016]"
"7,806ha",面積,0,crowd,0,"[0.4440661072731018, 0.7676210999488831, -1.459249496459961]"
530m,最大水深,1,crowd,1,"[0.14608636498451233, 0.6112983226776123, -0.8792381286621094]"
佐濃,流入・流出河川,0,crowd,0,"[0.3367002606391907, 0.5128605365753174, -1.017058253288269]"
40▁m,平均水深,1,crowd,1,"[0.5421825647354126, 0.9018828272819519, -1.7035317420959473]"
北緯28度56分,島,0,annotator,0,"[-0.6653696894645691, -0.3831297755241394, 0.528073251247406]"
北緯36度55分27秒,島,0,annotator,0,"[-0.5191159844398499, -0.25442957878112793, 0.26531291007995605]"
137,座標・経度,1,system,0,"[0.7179085612297058, 0.2557586431503296, -1.1873483657836914]"
渡り鳥,動物,1,system,0,"[0.6384203433990479, 0.33137524127960205, -1.154913067817688]"
幸魂大橋,橋・トンネル,0,system,1,"[0.855186402797699, 0.15574601292610168, -1.2148921489715576]"
平池古墳群,観光地,0,annotator,0,"[-0.16961221396923065, -0.16846895217895508, -0.1562194973230362]"
コメ,産業,1,system,0,"[0.6775115728378296, 0.3591621518135071, -1.2434684038162231]"
水草,植物,0,system,0,"[0.5247051119804382, 0.2593638598918915, -0.9631432294845581]"
清久,観光地,1,system,0,"[0.6554743647575378, 0.25625187158584595, -1.1152185201644897]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.2822533845901489, 0.46158266067504883, -0.8802002668380737]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.15113472938537598, 0.5424142479896545, -0.8322217464447021]"
Hazar▁Denizi,別名,1,system,1,"[1.0367332696914673, 0.505765974521637, -1.8613808155059814]"
グレンキャニオンダム,所在地,1,system,0,"[0.6772878766059875, 0.270506888628006, -1.1612160205841064]"
泥炭地,種類,0,crowd,0,"[0.12283281981945038, 0.6044024229049683, -0.8528739809989929]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.3933466672897339, 0.7714290618896484, -1.4305520057678223]"
コアマモ,植物,1,system,0,"[0.754966139793396, 0.2176755964756012, -1.1842519044876099]"
約300m,長さ,0,system,1,"[0.40120556950569153, 0.3271142840385437, -0.8583954572677612]"
タンチョウヅル,植物,0,crowd,0,"[0.26148635149002075, 0.46907761693000793, -0.8676242232322693]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.8650198578834534, 1.1663035154342651, -2.4426662921905518]"
梓川,流入・流出河川,1,system,0,"[0.71442049741745, 0.27481842041015625, -1.2023392915725708]"
アイオス・アキリオス島,島,0,crowd,1,"[0.23111692070960999, 0.558460533618927, -0.9326797127723694]"
北緯67.500度,座標・緯度,0,annotator,0,"[-0.5525000095367432, -0.26488974690437317, 0.367781400680542]"
イェータランド,所在地,0,system,1,"[0.6194705963134766, 0.27438879013061523, -1.0841256380081177]"
雲南省,別名,0,crowd,0,"[0.28622332215309143, 0.5183408260345459, -0.9463992714881897]"
小合溜,動物,0,crowd,0,"[0.31937122344970703, 0.49087753891944885, -0.9678972959518433]"
栄町,湖岸の地域区分,0,crowd,0,"[0.1881195455789566, 0.443032830953598, -0.7568527460098267]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[-0.47361618280410767, 0.19064423441886902, -0.10216311365365982]"
性,成因,0,crowd,0,"[0.33935704827308655, 0.7550536394119263, -1.2338899374008179]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.30933770537376404, 0.49457138776779175, -0.9554415345191956]"
西経111,座標・経度,0,crowd,0,"[0.18475592136383057, 0.5641779899597168, -0.8787601590156555]"
50▁km,幅,0,crowd,0,"[0.5646422505378723, 0.8358983993530273, -1.6603527069091797]"
国立公園,公園,0,crowd,0,"[0.2699595093727112, 0.478346586227417, -0.897727906703949]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[0.08658000826835632, 0.6775918006896973, -0.8857874274253845]"
みどろいけ,動物,0,crowd,0,"[0.3404500484466553, 0.4761095345020294, -0.9790467023849487]"
カキツバタ[,別名,0,crowd,0,"[0.4223584532737732, 0.5037569999694824, -1.0922932624816895]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.19625449180603027, 0.803914487361908, -1.2182774543762207]"
沼,種類,0,crowd,0,"[0.35306957364082336, 0.5212284326553345, -0.9955360293388367]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.22636254131793976, 0.6906296610832214, -1.1014491319656372]"
Türkçe,島,0,system,0,"[0.5525849461555481, 0.33363205194473267, -1.0574300289154053]"
美笛の滝,観光地,0,crowd,1,"[0.30849307775497437, 0.537818431854248, -0.9969164729118347]"
ウミウチワ,動物,0,system,0,"[0.7205561995506287, 0.26533836126327515, -1.198248028755188]"
養,産業,0,crowd,0,"[0.424304723739624, 0.7940874099731445, -1.3885304927825928]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.11018581688404083, 0.6120400428771973, -0.8570490479469299]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[-0.6831602454185486, -0.32171934843063354, 0.4803895652294159]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.35821568965911865, 0.5621326565742493, -1.1108423471450806]"
ヨシノボリ,別名,0,system,0,"[0.6059714555740356, 0.25657492876052856, -1.0541070699691772]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,1,system,0,"[1.2376340627670288, 1.0571850538253784, -2.7476820945739746]"
エビモ,別名,0,system,0,"[0.644627034664154, 0.265301913022995, -1.1021555662155151]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[0.11618632078170776, 0.9849819540977478, -1.2572643756866455]"
鶴の舞橋,橋・トンネル,1,system,1,"[0.7808747291564941, 0.24174025654792786, -1.2453851699829102]"
ミネアポリス・セントポール,所在地,1,system,0,"[0.579106330871582, 0.3016238510608673, -1.0766456127166748]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.3726925849914551, 0.8620018362998962, -1.4820009469985962]"
円墳,観光地,0,crowd,0,"[0.33229148387908936, 0.4329843819141388, -0.8987444043159485]"
木崎湖温泉,観光地,1,crowd,1,"[0.1991165578365326, 0.4961914122104645, -0.8103983998298645]"
工業,産業,0,crowd,0,"[0.41202688217163086, 0.6535917520523071, -1.1934064626693726]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.80841064453125, 1.0947694778442383, -2.296947717666626]"
桐生競艇場,動物,0,crowd,0,"[0.11298814415931702, 0.5713180303573608, -0.8040874004364014]"
北緯44度,座標・緯度,1,crowd,0,"[0.1716803014278412, 0.5400912165641785, -0.8367794156074524]"
ヒシ,植物,1,system,1,"[0.6024174094200134, 0.2775630056858063, -1.053108811378479]"
北緯,座標・緯度,1,system,0,"[0.6975091099739075, 0.34746116399765015, -1.2528456449508667]"
ニジマス,別名,0,system,0,"[0.6960422992706299, 0.2546522319316864, -1.157975196838379]"
24.1メートル,長さ,0,crowd,1,"[0.5025533437728882, 1.0256048440933228, -1.8487746715545654]"
2～4▁m,平均水深,1,crowd,1,"[0.5299277901649475, 0.743155300617218, -1.565232753753662]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.28402000665664673, 0.41729021072387695, -0.8438995480537415]"
ため池,種類,0,system,1,"[0.611655056476593, 0.2867085039615631, -1.0836204290390015]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.21188578009605408, 0.7457065582275391, -1.162227988243103]"
ニュージーランド,国,1,crowd,1,"[0.3224009573459625, 0.6278969645500183, -1.0720187425613403]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.17865967750549316, 0.5641573667526245, -0.8698448538780212]"
約249km2,面積,1,crowd,1,"[0.27788665890693665, 0.39857956767082214, -0.8229655623435974]"
119▁km,長さ,1,crowd,1,"[0.5686550140380859, 0.6557810306549072, -1.4807403087615967]"
シコット[,別名,0,crowd,0,"[0.43388068675994873, 0.5635749697685242, -1.2005735635757446]"
イグサ,植物,1,system,1,"[0.6978849172592163, 0.2941511571407318, -1.2032389640808105]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,1,system,0,"[0.7858558893203735, 0.6040703654289246, -1.7022056579589844]"
エネットビュルゲン,湖岸の地域区分,1,system,1,"[0.6388595104217529, 0.2501128613948822, -1.084977626800537]"
ラント,国,0,crowd,0,"[0.31766194105148315, 0.5140891671180725, -0.9469983577728271]"
池,流入・流出河川,0,crowd,0,"[0.5353057384490967, 0.5912733674049377, -1.2623870372772217]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.255333811044693, 0.5364252924919128, -0.9269269704818726]"
東経136.727278度,座標・経度,0,annotator,0,"[-0.6462603211402893, -0.40614593029022217, 0.5294159054756165]"
三日月湖,種類,1,crowd,1,"[0.2549911141395569, 0.5967473983764648, -1.0034829378128052]"
ブレ,最大水深,1,system,0,"[0.6966191530227661, 0.28273239731788635, -1.1904668807983398]"
埼玉地区,所在地,1,crowd,0,"[0.32075056433677673, 0.5312340259552002, -1.026118278503418]"
塩沢堰,成因,0,crowd,0,"[0.31934916973114014, 0.5143308043479919, -0.981744110584259]"
白鳥,動物,1,system,1,"[0.7281789183616638, 0.3094373047351837, -1.2486419677734375]"
北緯43,島,1,system,0,"[0.647059977054596, -0.040654949843883514, -0.8915422558784485]"
酸栄養湖,種類,1,crowd,1,"[0.3867754638195038, 0.6431597471237183, -1.222577691078186]"
湖,種類,0,crowd,0,"[0.4531800150871277, 0.7414585947990417, -1.3561360836029053]"
ボリビアの,国内位置,0,crowd,0,"[0.20000234246253967, 0.5231009125709534, -0.8484716415405273]"
北緯36.37000度,座標・緯度,0,annotator,0,"[-0.66352778673172, -0.3328625559806824, 0.4902026653289795]"
山,成因,0,crowd,0,"[0.36893391609191895, 0.6255367398262024, -1.1183977127075195]"
ティエンチ,別名,1,system,1,"[0.6434022188186646, 0.24425585567951202, -1.0865609645843506]"
淡水,水質（淡水・汽水）,0,system,1,"[0.6550412774085999, 0.23718595504760742, -1.0948162078857422]"
御菩薩池,別名,1,system,1,"[0.5843160152435303, 0.09476999193429947, -0.83562833070755]"
36.59806,座標・緯度,0,crowd,0,"[0.38771629333496094, 0.7961183786392212, -1.4040979146957397]"
東経136度52分08秒,座標・経度,1,crowd,0,"[-0.31516093015670776, -0.05711352825164795, -0.0809430405497551]"
ホシハジロ,動物,1,system,1,"[0.7122191190719604, 0.20055362582206726, -1.1184017658233643]"
氷河湖,成因,1,crowd,1,"[0.3472025394439697, 0.4890681505203247, -0.9767792820930481]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.18001911044120789, 0.8431046009063721, -1.2643970251083374]"
ため池百選,種類,0,crowd,0,"[0.06951673328876495, 0.5314580202102661, -0.7096762657165527]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,annotator,0,"[-0.5335564613342285, -0.016519775614142418, 0.13343161344528198]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.1511877328157425, 0.6545473337173462, -0.9744133353233337]"
トゥルカナ湖に次いで北,所在地,0,annotator,0,"[-0.49317997694015503, -0.10755986720323563, 0.18918372690677643]"
湖沼,種類,0,system,1,"[0.6767860054969788, 0.2441040724515915, -1.1282390356063843]"
東経130度55分52秒,幅,0,annotator,0,"[-0.5049669146537781, -0.21792756021022797, 0.18394917249679565]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[-0.6027023792266846, -0.1028778925538063, 0.1482333242893219]"
Lake▁Merom,動物,0,system,0,"[0.9730255007743835, 0.4788346290588379, -1.756801962852478]"
ソウギョ,別名,0,system,0,"[0.6099931597709656, 0.3127634525299072, -1.1266354322433472]"
北緯10.23250度,島,0,annotator,0,"[-0.6113498210906982, -0.344941645860672, 0.47067227959632874]"
98.8756,幅,0,crowd,0,"[0.3586820662021637, 0.7381108999252319, -1.2878416776657104]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.391520231962204, 0.797009289264679, -1.4503034353256226]"
しぶき氷,観光地,0,crowd,1,"[0.2582893371582031, 0.4641733765602112, -0.8539255857467651]"
北緯0度38分,座標・緯度,0,annotator,0,"[-0.5898560285568237, -0.2419815957546234, 0.3071989417076111]"
鴨川,流入・流出河川,1,system,0,"[0.6575785875320435, 0.3534521460533142, -1.2211873531341553]"
2.6845,座標・緯度,0,crowd,0,"[0.34484994411468506, 0.7627360224723816, -1.2974437475204468]"
11.90[1]▁km2,面積,1,crowd,1,"[0.854218065738678, 1.1153850555419922, -2.399129629135132]"
クビレミドロ,別名,0,system,0,"[0.5748372077941895, 0.35629627108573914, -1.1211081743240356]"
カヤツリグサ科,植物,0,crowd,0,"[0.31075790524482727, 0.48459985852241516, -0.9514156579971313]"
223万▁m3,貯水量,1,crowd,1,"[-0.10721172392368317, 0.6419175267219543, -0.8001672625541687]"
約60m,水深,0,system,1,"[0.4173447787761688, 0.36011603474617004, -0.917576253414154]"
アースダム,成因,0,crowd,0,"[0.3555777966976166, 0.4639741778373718, -0.9723972082138062]"
北緯36.06806度,座標・緯度,0,annotator,0,"[-0.6877472996711731, -0.39095762372016907, 0.556698203086853]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.20584359765052795, 0.6014370322227478, -0.9470343589782715]"
養殖,産業,1,system,0,"[0.6413611769676208, 0.25682348012924194, -1.09529447555542]"
藻類,植物,0,system,0,"[0.6395020484924316, 0.2752876877784729, -1.1180294752120972]"
湖,種類,1,crowd,1,"[0.41932111978530884, 0.6513286232948303, -1.2437019348144531]"
みぞろがいけ,別名,0,crowd,0,"[0.09146685898303986, 0.6713055968284607, -0.8949880003929138]"
ゴリ,動物,1,system,1,"[0.6609389185905457, 0.2943344712257385, -1.1602370738983154]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.3665192723274231, 0.6270056366920471, -1.2232699394226074]"
下,所在地,0,crowd,0,"[0.4061264991760254, 0.6893719434738159, -1.2305389642715454]"
湖,種類,1,crowd,1,"[0.3546132743358612, 0.4860914945602417, -0.9729158878326416]"
タンチョウヅル,別名,0,crowd,0,"[0.2878761291503906, 0.5039895176887512, -0.9385887980461121]"
ドン川,流入・流出河川,1,crowd,1,"[0.24624766409397125, 0.5615679621696472, -0.9507585763931274]"
日本,国,0,crowd,0,"[0.33072003722190857, 0.6818333268165588, -1.1450518369674683]"
原,産業,0,crowd,0,"[0.4349460005760193, 0.6889062523841858, -1.2840614318847656]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.24717311561107635, 0.4782765507698059, -0.8511742949485779]"
蓼科山から北西,所在地,0,crowd,0,"[0.29803428053855896, 0.5484130382537842, -0.9939205050468445]"
北緯34度55分46秒,島,0,annotator,0,"[-0.6177759766578674, -0.32263076305389404, 0.4339204728603363]"
カスピ海の奥,所在地,0,crowd,0,"[0.17461121082305908, 0.6212207078933716, -0.9366626143455505]"
トルコ,国,0,crowd,0,"[0.3499090075492859, 0.6348530054092407, -1.1062942743301392]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.15192875266075134, 0.7158355712890625, -1.046438455581665]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.3858089745044708, 0.5085101127624512, -1.057770848274231]"
タヌキ,動物,1,system,1,"[0.7385208010673523, 0.20855067670345306, -1.1553305387496948]"
オオクチバス,別名,0,system,0,"[0.6379374861717224, 0.32688838243484497, -1.1444069147109985]"
基本的にコンゴ共和国とコンゴ民主共和国の国境は川の中央,所在地,0,crowd,0,"[0.19048933684825897, 0.9124466180801392, -1.3496547937393188]"
