text,attribute,model prediction,model choise,answer,model output
古代の火山噴火により流出河川が遮断されたため塩湖,成因,0,crowd,0,"[0.1386776566505432, 0.7770898938179016, 0.08423236757516861]"
北緯44度,島,0,crowd,0,"[0.17439918220043182, 0.7149301767349243, 0.11067067831754684]"
ハクチョウ,動物,1,crowd,1,"[0.25353574752807617, 0.6574103236198425, 0.0890539288520813]"
228▁m,水深,0,crowd,0,"[0.19693943858146667, 0.7250333428382874, 0.07802726328372955]"
中華人民共和国,国,1,crowd,1,"[0.16583962738513947, 0.7518872022628784, 0.08227312564849854]"
38.633,座標・緯度,0,crowd,0,"[0.13728724420070648, 0.8071244955062866, 0.05558830127120018]"
水鳥,動物,0,crowd,0,"[0.25447946786880493, 0.650214433670044, 0.09530612826347351]"
植物群落,構成する湖沼,0,crowd,0,"[0.1852947473526001, 0.6964050531387329, 0.11830024421215057]"
賀茂川,流入・流出河川,1,crowd,0,"[0.2498542070388794, 0.6551299691200256, 0.09501584619283676]"
湖,種類,1,crowd,1,"[0.1655549257993698, 0.7557520866394043, 0.0786929503083229]"
滝ノ沢,流入・流出河川,1,crowd,1,"[0.23779331147670746, 0.6796503067016602, 0.0825563371181488]"
古墳,観光地,0,crowd,0,"[0.17280486226081848, 0.785881519317627, 0.04131365939974785]"
アルゼンチン,国,0,crowd,0,"[0.19024993479251862, 0.7193792462348938, 0.09037082642316818]"
36.50083,座標・緯度,0,crowd,0,"[0.14689035713672638, 0.7940977215766907, 0.05901191011071205]"
渡り鳥,動物,0,crowd,0,"[0.25390371680259705, 0.6589184403419495, 0.0871778354048729]"
1982年,形成時期,0,crowd,0,"[0.16121980547904968, 0.7075709700584412, 0.13120928406715393]"
43.700,座標・緯度,0,crowd,0,"[0.23309525847434998, 0.695040762424469, 0.07186400890350342]"
赤,構成する湖沼,0,crowd,0,"[0.1729053109884262, 0.7299976944923401, 0.09709702432155609]"
氷河湖,形成時期,0,crowd,0,"[0.19391721487045288, 0.691300630569458, 0.11478219926357269]"
北緯28.933度,座標・緯度,0,annotator,0,"[0.06559301167726517, 0.356355220079422, 0.578051745891571]"
チャウバナガンガマウグ湖,別名,0,crowd,0,"[0.17930427193641663, 0.7262075543403625, 0.09448813647031784]"
8910111213141516171819上水道,周囲長,0,crowd,0,"[0.19606222212314606, 0.690186619758606, 0.1137511357665062]"
)▁[3]水量12,成因,0,crowd,0,"[0.1742265671491623, 0.7975388765335083, 0.02823459915816784]"
140.25000,座標・経度,0,crowd,0,"[0.1546798050403595, 0.7862620949745178, 0.05905809625983238]"
Markermeer▁マルケルメーア,読み,0,crowd,0,"[0.2241978496313095, 0.7059627771377563, 0.06983944028615952]"
サワギキョウ,植物,0,crowd,1,"[0.26155218482017517, 0.6450350284576416, 0.09341275691986084]"
922▁ft,水面標高,0,crowd,1,"[0.1898087114095688, 0.7227420210838318, 0.08744922280311584]"
134.0939722,座標・経度,0,crowd,0,"[0.16534531116485596, 0.7436659336090088, 0.09098878502845764]"
オオセグロカモメ,別名,0,crowd,0,"[0.2666996419429779, 0.6558214426040649, 0.07747890055179596]"
ショウジョウバカマ,植物,1,crowd,1,"[0.25740623474121094, 0.6497890949249268, 0.09280471503734589]"
イラン,国,1,crowd,1,"[0.17928582429885864, 0.721820592880249, 0.09889360517263412]"
4.0▁m,透明度,1,crowd,1,"[0.1628691554069519, 0.7638658881187439, 0.07326491922140121]"
ヌー,別名,0,crowd,0,"[0.25228744745254517, 0.6631091833114624, 0.08460333943367004]"
"24,321,000▁エーカー・フィート",貯水量,0,crowd,1,"[0.1901065558195114, 0.7782617807388306, 0.03163174167275429]"
武藏小埼沼,別名,0,crowd,0,"[0.20106452703475952, 0.6953417062759399, 0.10359376668930054]"
バルカン半島,所在地,0,crowd,1,"[0.24018670618534088, 0.6711535453796387, 0.08865975588560104]"
カナダ,国,1,crowd,0,"[0.17835336923599243, 0.7427554130554199, 0.07889128476381302]"
キンクロハジロ,別名,0,crowd,0,"[0.25830408930778503, 0.6422141790390015, 0.09948170185089111]"
貯水池,種類,0,crowd,0,"[0.24874325096607208, 0.660520613193512, 0.09073615819215775]"
瀬之波橋,橋・トンネル,0,crowd,0,"[0.1652941107749939, 0.7353070378303528, 0.09939883649349213]"
南緯22度47分38秒,座標・緯度,0,annotator,0,"[0.06629583984613419, 0.36756396293640137, 0.5661401748657227]"
トルクメニ,湖岸の地域区分,0,crowd,0,"[0.24584126472473145, 0.6659210324287415, 0.0882377102971077]"
8.1km,長さ,1,crowd,0,"[0.18104015290737152, 0.7822356820106506, 0.03672413155436516]"
水系,流入・流出河川,0,crowd,0,"[0.17233620584011078, 0.7405608296394348, 0.08710291236639023]"
430▁km,周囲長,0,crowd,1,"[0.20993414521217346, 0.7238550782203674, 0.0662108063697815]"
北緯38.633度,座標・緯度,0,annotator,0,"[0.06349490582942963, 0.33883020281791687, 0.5976749658584595]"
オシリスの湖,動物,0,crowd,0,"[0.14909452199935913, 0.7077414989471436, 0.14316394925117493]"
"マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ州,▁ティエラ・デル・フエゴ県",所在地,0,crowd,0,"[0.17027415335178375, 0.7735476493835449, 0.0561782531440258]"
93.7m,水面標高,1,crowd,1,"[0.16540595889091492, 0.7613353729248047, 0.07325860857963562]"
ビオビオ州トルパン東部,所在地,1,crowd,1,"[0.1468534618616104, 0.743505597114563, 0.10964097827672958]"
45ft,最大水深,0,crowd,1,"[0.169327050447464, 0.7620515823364258, 0.06862141191959381]"
ニホンマムシ,別名,0,crowd,0,"[0.2534106969833374, 0.6629607677459717, 0.08362860232591629]"
性空上人が拓いたと言われる東霧島（つまきりしま）神社,名前の謂れ,0,crowd,0,"[0.1960696280002594, 0.7463129162788391, 0.0576174296438694]"
利根川,流入・流出河川,1,crowd,1,"[0.24195924401283264, 0.6671691536903381, 0.09087159484624863]"
ベニアマモ属,植物,0,crowd,0,"[0.22191260755062103, 0.6526077389717102, 0.12547969818115234]"
断層活動により隆起した古富士泥流の窪地を拡大させて形成された,成因,0,crowd,0,"[0.08514228463172913, 0.810329020023346, 0.10452868789434433]"
Μοἵρις,動物,0,crowd,0,"[0.16931337118148804, 0.7155576944351196, 0.11512891948223114]"
無人島,島,0,crowd,0,"[0.22891834378242493, 0.6948097348213196, 0.0762719213962555]"
メダカ,別名,0,crowd,0,"[0.2544271647930145, 0.6535916328430176, 0.09198117256164551]"
東経138.56083度,座標・経度,0,annotator,0,"[0.07706683874130249, 0.3696998059749603, 0.5532333254814148]"
ふるさと広場,観光地,0,crowd,1,"[0.19469338655471802, 0.6846079230308533, 0.12069866806268692]"
支笏湖観光センター,観光地,1,crowd,1,"[0.16943809390068054, 0.7063982486724854, 0.1241636648774147]"
鬼怒川,流入・流出河川,0,crowd,0,"[0.2331438958644867, 0.6780452728271484, 0.08881080150604248]"
江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたものである,成因,0,crowd,0,"[0.10745565593242645, 0.8387942910194397, 0.05375004932284355]"
グルジア,国,0,crowd,0,"[0.24362441897392273, 0.6833789348602295, 0.07299666851758957]"
松本市,所在地,0,crowd,0,"[0.14551597833633423, 0.7482494115829468, 0.106234610080719]"
137.83472,座標・経度,1,crowd,0,"[0.18954114615917206, 0.7181470394134521, 0.092311792075634]"
64.42000,島,0,crowd,0,"[0.14157527685165405, 0.8071941137313843, 0.05123057961463928]"
59.,座標・緯度,0,crowd,0,"[0.14667461812496185, 0.7847238183021545, 0.06860152631998062]"
東海北陸自動車道桜ヶ池ハイウェイオアシスに隣接する,所在地,0,crowd,0,"[0.16344410181045532, 0.7468335032463074, 0.0897224023938179]"
21.033,座標・経度,0,crowd,0,"[0.14316989481449127, 0.7845064997673035, 0.07232362776994705]"
金精トンネル,橋・トンネル,0,crowd,0,"[0.15381428599357605, 0.7617077827453613, 0.08447790890932083]"
湖,種類,0,crowd,0,"[0.20176248252391815, 0.6990843415260315, 0.09915313124656677]"
東経13.792222度,座標・経度,0,annotator,0,"[0.06326191872358322, 0.35076281428337097, 0.5859752893447876]"
アメリカ合衆国,国,1,crowd,1,"[0.16946251690387726, 0.7542890310287476, 0.07624844461679459]"
東経137度50分36秒,座標・経度,0,annotator,0,"[0.0737537369132042, 0.37005770206451416, 0.5561885237693787]"
チョウザメ類,動物,0,crowd,1,"[0.18646001815795898, 0.7137032151222229, 0.09983669966459274]"
北ホラント州,湖岸の地域区分,1,crowd,1,"[0.1705561876296997, 0.7146724462509155, 0.1147712990641594]"
"7,806ha",面積,0,crowd,0,"[0.14616785943508148, 0.7991685271263123, 0.05466358736157417]"
530m,最大水深,1,crowd,1,"[0.16715988516807556, 0.7246809601783752, 0.10815918445587158]"
佐濃,流入・流出河川,0,crowd,0,"[0.18561334908008575, 0.7199535369873047, 0.09443314373493195]"
40▁m,平均水深,1,crowd,1,"[0.16299007833003998, 0.7880864143371582, 0.048923540860414505]"
北緯28度56分,島,0,annotator,0,"[0.06121751666069031, 0.34842339158058167, 0.590359091758728]"
北緯36度55分27秒,島,0,annotator,0,"[0.08217977732419968, 0.41856199502944946, 0.4992583096027374]"
137,座標・経度,0,crowd,0,"[0.255417138338089, 0.6611857414245605, 0.08339715003967285]"
渡り鳥,動物,0,crowd,0,"[0.23921601474285126, 0.6707677245140076, 0.09001626819372177]"
幸魂大橋,橋・トンネル,1,crowd,1,"[0.25577086210250854, 0.6739168763160706, 0.0703122690320015]"
平池古墳群,観光地,0,crowd,0,"[0.08272159844636917, 0.5121724605560303, 0.40510591864585876]"
コメ,産業,0,crowd,0,"[0.2397507131099701, 0.6883148550987244, 0.07193441689014435]"
水草,植物,0,crowd,0,"[0.23337332904338837, 0.6568179130554199, 0.10980872809886932]"
清久,観光地,0,crowd,0,"[0.25453609228134155, 0.646325409412384, 0.0991385281085968]"
ハウトリブ堤防,流入・流出河川,0,crowd,0,"[0.18467086553573608, 0.6945822238922119, 0.12074687331914902]"
オランダ風の風車,湖岸の地域区分,0,crowd,0,"[0.14008647203445435, 0.7205055356025696, 0.13940797746181488]"
Hazar▁Denizi,別名,0,crowd,1,"[0.23400400578975677, 0.7308316826820374, 0.03516431897878647]"
グレンキャニオンダム,所在地,0,crowd,0,"[0.2497727870941162, 0.6645239591598511, 0.0857032909989357]"
泥炭地,種類,0,crowd,0,"[0.1743469536304474, 0.7035031318664551, 0.12214995920658112]"
中世に灌漑用として造られた,成因,0,crowd,0,"[0.13793571293354034, 0.7997637391090393, 0.06230059638619423]"
コアマモ,植物,0,crowd,0,"[0.27035799622535706, 0.6431261301040649, 0.0865158885717392]"
約300m,長さ,0,crowd,1,"[0.17643004655838013, 0.7008893489837646, 0.12268058210611343]"
タンチョウヅル,植物,0,crowd,0,"[0.17580363154411316, 0.6895859837532043, 0.1346103549003601]"
2.8▁m▁(9.2,座標・緯度,0,crowd,0,"[0.18024984002113342, 0.801418125629425, 0.018332015722990036]"
梓川,流入・流出河川,0,crowd,0,"[0.24247200787067413, 0.6640799045562744, 0.09344813972711563]"
アイオス・アキリオス島,島,0,crowd,1,"[0.16434985399246216, 0.7258198857307434, 0.10983030498027802]"
北緯67.500度,座標・緯度,0,annotator,0,"[0.07844775915145874, 0.39897632598876953, 0.5225759148597717]"
イェータランド,所在地,0,crowd,1,"[0.2461959570646286, 0.6628334522247314, 0.09097062796354294]"
雲南省,別名,0,crowd,0,"[0.19463208317756653, 0.7034138441085815, 0.10195410996675491]"
小合溜,動物,0,crowd,0,"[0.16305263340473175, 0.7273679375648499, 0.1095794066786766]"
栄町,湖岸の地域区分,0,crowd,0,"[0.16341282427310944, 0.6977927684783936, 0.1387944370508194]"
北緯35度31分5.66秒,座標・緯度,1,crowd,0,"[0.09231129288673401, 0.5560538172721863, 0.3516348600387573]"
性,成因,0,crowd,0,"[0.15108118951320648, 0.7785646319389343, 0.0703541710972786]"
東大鳥川,流入・流出河川,0,crowd,0,"[0.17881983518600464, 0.713499128818512, 0.10768105834722519]"
西経111,座標・経度,0,crowd,0,"[0.1836407482624054, 0.6993257403373718, 0.11703353375196457]"
50▁km,幅,0,crowd,0,"[0.17007283866405487, 0.788453996181488, 0.04147316887974739]"
国立公園,公園,0,crowd,0,"[0.1744966059923172, 0.6924817562103271, 0.13302159309387207]"
モンチェゴルスク市,湖岸の地域区分,1,crowd,1,"[0.15997695922851562, 0.7279539108276367, 0.11206914484500885]"
みどろいけ,動物,0,crowd,0,"[0.1684720665216446, 0.729243278503418, 0.10228459537029266]"
カキツバタ[,別名,0,crowd,0,"[0.20688584446907043, 0.7069070339202881, 0.08620709180831909]"
千葉県北西部、印西市、佐倉市、成田市、印旛郡栄町、八千代市にまたがる,所在地,1,crowd,1,"[0.12398314476013184, 0.7954769134521484, 0.08053991943597794]"
沼,種類,0,crowd,0,"[0.17666755616664886, 0.7292522192001343, 0.09408023953437805]"
水系本流の東大鳥川上流,所在地,0,crowd,0,"[0.1405743807554245, 0.7758708000183105, 0.08355486392974854]"
Türkçe,島,0,crowd,0,"[0.2415064424276352, 0.6716388463973999, 0.0868547111749649]"
美笛の滝,観光地,0,crowd,1,"[0.1924360990524292, 0.6920140385627747, 0.11554982513189316]"
ウミウチワ,動物,0,crowd,0,"[0.2537239193916321, 0.664689302444458, 0.08158670365810394]"
養,産業,0,crowd,0,"[0.15995943546295166, 0.7690039873123169, 0.07103657722473145]"
木崎湖花火大会,湖岸の地域区分,0,crowd,0,"[0.18728506565093994, 0.6997054815292358, 0.11300942301750183]"
東経134度5分38.30秒,座標・経度,0,annotator,0,"[0.07005522400140762, 0.3771091401576996, 0.5528355836868286]"
の言葉で「美しい湖」または「輝く水」に由来する,名前の謂れ,0,crowd,0,"[0.14351536333560944, 0.7664932608604431, 0.08999140560626984]"
ヨシノボリ,別名,0,crowd,0,"[0.24296025931835175, 0.6545383334159851, 0.10250134766101837]"
u▁mi)水面標高6▁m▁(20▁f,貯水量,0,crowd,0,"[0.18268200755119324, 0.8038926124572754, 0.013425420969724655]"
エビモ,別名,0,crowd,0,"[0.2522033154964447, 0.6451260447502136, 0.10267063230276108]"
「上高地」が史蹟名勝天然紀念物保存法による「名勝及ビ天然紀念物」に指定される際の,名前の謂れ,0,crowd,0,"[0.12692339718341827, 0.8015194535255432, 0.07155714929103851]"
鶴の舞橋,橋・トンネル,0,crowd,1,"[0.2602861523628235, 0.6514247059822083, 0.08828912675380707]"
ミネアポリス・セントポール,所在地,0,crowd,0,"[0.2488570362329483, 0.6513370871543884, 0.09980586171150208]"
マサチューセッツ州ウースター郡,所在地,0,crowd,0,"[0.13610872626304626, 0.8090887665748596, 0.0548025444149971]"
円墳,観光地,0,crowd,0,"[0.1654602438211441, 0.7142851948738098, 0.1202545240521431]"
木崎湖温泉,観光地,1,crowd,1,"[0.1800086498260498, 0.6963106989860535, 0.12368070334196091]"
工業,産業,0,crowd,0,"[0.17163531482219696, 0.7524062395095825, 0.07595843076705933]"
94.6[3][4][2]▁m,成因,0,crowd,0,"[0.15084409713745117, 0.8293101191520691, 0.019845793023705482]"
桐生競艇場,動物,0,crowd,0,"[0.162134051322937, 0.7191595435142517, 0.1187063530087471]"
北緯44度,座標・緯度,1,crowd,0,"[0.18811868131160736, 0.6998366117477417, 0.11204477399587631]"
ヒシ,植物,1,crowd,1,"[0.23664455115795135, 0.6608754992485046, 0.1024799719452858]"
北緯,座標・緯度,0,crowd,0,"[0.23435615003108978, 0.6832844018936157, 0.0823594480752945]"
ニジマス,別名,0,crowd,0,"[0.25797238945961, 0.647402286529541, 0.0946253091096878]"
24.1メートル,長さ,0,crowd,1,"[0.16860143840312958, 0.7932466864585876, 0.03815191611647606]"
2～4▁m,平均水深,1,crowd,1,"[0.16272826492786407, 0.7832515835762024, 0.05402012914419174]"
弱アルカリ性,水質（淡水・汽水）,0,crowd,1,"[0.17301324009895325, 0.6960560083389282, 0.13093076646327972]"
ため池,種類,0,crowd,1,"[0.23542004823684692, 0.6715855598449707, 0.09299440681934357]"
近隣の葛温泉から引湯をしている木崎湖温泉を擁し,所在地,0,crowd,0,"[0.12313921004533768, 0.7920873761177063, 0.08477337658405304]"
ニュージーランド,国,1,crowd,1,"[0.1623760312795639, 0.7557926774024963, 0.08183123916387558]"
利根川洪水,流入・流出河川,0,crowd,0,"[0.16774290800094604, 0.7062588930130005, 0.12599818408489227]"
約249km2,面積,1,crowd,1,"[0.16363781690597534, 0.7047999501228333, 0.1315622329711914]"
119▁km,長さ,1,crowd,1,"[0.20236362516880035, 0.7328506112098694, 0.06478575617074966]"
シコット[,別名,0,crowd,0,"[0.2044839859008789, 0.7201327085494995, 0.075383260846138]"
イグサ,植物,0,crowd,1,"[0.2607678771018982, 0.6553726196289062, 0.08385953307151794]"
アイヌ語の「フーレ・ペツ」（赤い川）。これは本来、流入河川の風蓮川を指した地名であり、,名前の謂れ,0,crowd,0,"[0.18828827142715454, 0.7689520716667175, 0.04275968298316002]"
エネットビュルゲン,湖岸の地域区分,1,crowd,1,"[0.257842481136322, 0.6439287066459656, 0.0982288047671318]"
ラント,国,0,crowd,0,"[0.18956243991851807, 0.7038778066635132, 0.10655976831912994]"
池,流入・流出河川,0,crowd,0,"[0.19047676026821136, 0.7360599040985107, 0.07346338033676147]"
ホラント州,湖岸の地域区分,0,crowd,0,"[0.18288275599479675, 0.7160108089447021, 0.10110647976398468]"
東経136.727278度,座標・経度,0,annotator,0,"[0.06342173367738724, 0.34443891048431396, 0.5921393632888794]"
三日月湖,種類,1,crowd,1,"[0.17294150590896606, 0.7250328063964844, 0.10202569514513016]"
ブレ,最大水深,0,crowd,0,"[0.26056745648384094, 0.6520485877990723, 0.08738401532173157]"
埼玉地区,所在地,1,crowd,0,"[0.17117664217948914, 0.727704644203186, 0.10111869871616364]"
塩沢堰,成因,0,crowd,0,"[0.19711315631866455, 0.6961765289306641, 0.10671037435531616]"
白鳥,動物,0,crowd,1,"[0.25211694836616516, 0.6761655211448669, 0.0717175304889679]"
北緯43,島,0,crowd,0,"[0.2674975097179413, 0.6049951910972595, 0.1275072991847992]"
酸栄養湖,種類,1,crowd,1,"[0.14468640089035034, 0.7702475786209106, 0.08506602793931961]"
湖,種類,0,crowd,0,"[0.15399225056171417, 0.7830146551132202, 0.06299305707216263]"
ボリビアの,国内位置,0,crowd,0,"[0.1763850748538971, 0.7081094980239868, 0.11550541967153549]"
北緯36.37000度,座標・緯度,0,annotator,0,"[0.06227278709411621, 0.3420747220516205, 0.5956525206565857]"
山,成因,0,crowd,0,"[0.17123812437057495, 0.7387949228286743, 0.08996691554784775]"
ティエンチ,別名,1,crowd,1,"[0.2582322955131531, 0.6385614275932312, 0.10320629924535751]"
淡水,水質（淡水・汽水）,1,crowd,1,"[0.2542996108531952, 0.6541908383369446, 0.09150952845811844]"
御菩薩池,別名,0,crowd,1,"[0.26445794105529785, 0.5760625004768372, 0.159479558467865]"
36.59806,座標・緯度,0,crowd,0,"[0.1393919736146927, 0.7978498935699463, 0.06275815516710281]"
東経136度52分08秒,座標・経度,1,crowd,0,"[0.11052341014146805, 0.5059525966644287, 0.38352397084236145]"
ホシハジロ,動物,0,crowd,1,"[0.25139522552490234, 0.6462974548339844, 0.10230732709169388]"
氷河湖,成因,1,crowd,1,"[0.1857856810092926, 0.7049049735069275, 0.1093093678355217]"
ヨシやマコモを餌にする[21]。,名前の謂れ,0,crowd,0,"[0.14088277518749237, 0.7925187945365906, 0.06659840792417526]"
ため池百選,種類,0,crowd,0,"[0.1503078192472458, 0.7008962035179138, 0.14879600703716278]"
ヴァトナヨークトル氷河の氷冠の北西側,所在地,0,crowd,0,"[0.10166901350021362, 0.5515567660331726, 0.34677425026893616]"
「甘い海」の意味,名前の謂れ,0,crowd,0,"[0.1418813019990921, 0.759198784828186, 0.09891992062330246]"
トゥルカナ湖に次いで北,所在地,0,crowd,0,"[0.08960729092359543, 0.4567590355873108, 0.45363375544548035]"
湖沼,種類,0,crowd,1,"[0.27024367451667786, 0.6307200789451599, 0.09903623908758163]"
東経130度55分52秒,幅,0,annotator,0,"[0.07519152760505676, 0.4200030267238617, 0.5048054456710815]"
北緯52度51分59秒,座標・緯度,0,annotator,0,"[0.07235551625490189, 0.44555655121803284, 0.4820878803730011]"
Lake▁Merom,動物,0,crowd,0,"[0.24061627686023712, 0.7196940779685974, 0.03968963772058487]"
ソウギョ,別名,0,crowd,0,"[0.23276537656784058, 0.6866448521614075, 0.08058982342481613]"
北緯10.23250度,島,0,annotator,0,"[0.0819724053144455, 0.4031572937965393, 0.514870285987854]"
98.8756,幅,0,crowd,0,"[0.1599843055009842, 0.764046847820282, 0.07596884667873383]"
マサチューセッツ州ウースター郡ウェブスター,所在地,1,crowd,1,"[0.14028508961200714, 0.795712411403656, 0.06400249898433685]"
しぶき氷,観光地,0,crowd,1,"[0.19227932393550873, 0.6788339018821716, 0.12888672947883606]"
北緯0度38分,座標・緯度,0,annotator,0,"[0.081918865442276, 0.4150654375553131, 0.5030156970024109]"
鴨川,流入・流出河川,0,crowd,0,"[0.23888884484767914, 0.677707314491272, 0.08340384811162949]"
2.6845,座標・緯度,0,crowd,0,"[0.1343667209148407, 0.7807860970497131, 0.08484717458486557]"
11.90[1]▁km2,面積,1,crowd,1,"[0.16394096612930298, 0.8175217509269714, 0.018537305295467377]"
クビレミドロ,別名,0,crowd,0,"[0.23576392233371735, 0.6841701865196228, 0.08006584644317627]"
カヤツリグサ科,植物,0,crowd,0,"[0.17420640587806702, 0.7178276777267456, 0.10796594619750977]"
223万▁m3,貯水量,1,crowd,1,"[0.13082098960876465, 0.7464638948440552, 0.12271510809659958]"
約60m,水深,0,crowd,1,"[0.17056964337825775, 0.7152650356292725, 0.11416535824537277]"
アースダム,成因,0,crowd,0,"[0.19824042916297913, 0.6902256608009338, 0.11153392493724823]"
北緯36.06806度,座標・緯度,0,annotator,0,"[0.0675346627831459, 0.3780555725097656, 0.5544097423553467]"
宇佐市,湖岸の地域区分,0,crowd,1,"[0.16274262964725494, 0.7215325236320496, 0.11572480946779251]"
養殖,産業,0,crowd,0,"[0.25914743542671204, 0.6479727029800415, 0.09287989139556885]"
藻類,植物,0,crowd,0,"[0.24600012600421906, 0.6659835577011108, 0.08801636099815369]"
湖,種類,1,crowd,1,"[0.18503423035144806, 0.7456027269363403, 0.06936302036046982]"
みぞろがいけ,別名,0,crowd,0,"[0.1623547524213791, 0.7249581217765808, 0.11268710345029831]"
ゴリ,動物,1,crowd,1,"[0.2531357705593109, 0.6602115631103516, 0.08665266633033752]"
埼玉県加須市旗井字明神,所在地,1,crowd,1,"[0.1499502956867218, 0.7593603730201721, 0.09068933129310608]"
下,所在地,0,crowd,0,"[0.16886454820632935, 0.7542439699172974, 0.07689143717288971]"
湖,種類,1,crowd,1,"[0.17597727477550507, 0.7313672304153442, 0.0926554948091507]"
タンチョウヅル,別名,0,crowd,0,"[0.1919507533311844, 0.6807264089584351, 0.12732283771038055]"
ドン川,流入・流出河川,1,crowd,1,"[0.15260110795497894, 0.7336000204086304, 0.11379879713058472]"
日本,国,0,crowd,0,"[0.15251898765563965, 0.7744689583778381, 0.0730120986700058]"
原,産業,0,crowd,0,"[0.15404237806797028, 0.7853279709815979, 0.060629673302173615]"
スモーランド地方,湖岸の地域区分,1,crowd,0,"[0.17985078692436218, 0.6880407929420471, 0.1321084201335907]"
蓼科山から北西,所在地,0,crowd,0,"[0.19641785323619843, 0.7029387354850769, 0.10064339637756348]"
北緯34度55分46秒,島,0,annotator,0,"[0.08559758216142654, 0.41962167620658875, 0.4947807490825653]"
カスピ海の奥,所在地,0,crowd,0,"[0.18004466593265533, 0.713752806186676, 0.10620253533124924]"
トルコ,国,0,crowd,0,"[0.16731737554073334, 0.7371861934661865, 0.09549640864133835]"
アメリカ合衆国東部の多くの水域,所在地,0,crowd,0,"[0.13677337765693665, 0.7741932272911072, 0.08903344720602036]"
支笏湖を「シコッペッ[8]（支笏川、現在の千歳川）の水源の湖」の意で「シコットホ,名前の謂れ,0,crowd,0,"[0.1571366786956787, 0.7435956597328186, 0.09926765412092209]"
